// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	死からの	招待		
360031	Lv31	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360032	Lv32	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360033	Lv33	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360034	Lv34	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360035	Lv35	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360036	Lv36	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360037	Lv37	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360038	Lv38	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360039	Lv39	機械仕掛けの愛情	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>
360040	Lv40	黒太子への子守唄	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>\<color=ff7b02>無力化(石化、沈黙、混乱、気絶、睡眠、強打)</color>＆<color=ff7b02>時間系デバフ無効化</color>＆<color=ff7b02>スライドスキルダメージ防御</color><color=ffc400>▲</color>\<color=ff0000>味方全体の</color> <color=ff7b02>クリティカル発生率を<color=ffc400>▼</color>
3700	ラグナブレイク	魔界の扉が開き、古の神々が降臨する。		
370001	Lv1	痛いほどキツく	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370002	Lv2	痛いほどキツく	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370003	Lv3	痛いほどキツく	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370004	Lv4	痛いほどキツく	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370005	Lv5	痛いほどキツく	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370006	Lv6	拘束衣のジレンマ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370007	Lv7	拘束衣のジレンマ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370008	Lv8	拘束衣のジレンマ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370009	Lv9	拘束衣のジレンマ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370010	Lv10	拘束衣のジレンマ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370011	Lv11	もっと遊びましょ♥	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370012	Lv12	もっと遊びましょ♥	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370013	Lv13	もっと遊びましょ♥	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370014	Lv14	もっと遊びましょ♥	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370015	Lv15	もっと遊びましょ♥	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370016	Lv16	逃げちゃダ～メ！	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370017	Lv17	逃げちゃダ～メ！	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370018	Lv18	逃げちゃダ～メ！	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370019	Lv19	逃げちゃダ～メ！	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370020	Lv20	逃げちゃダ～メ！	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370021	Lv21	復讐するは神にあり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370022	Lv22	復讐するは神にあり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370023	Lv23	復讐するは神にあり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370024	Lv24	復讐するは神にあり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370025	Lv25	復讐するは神にあり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370026	Lv26	我に撃つ正義あり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370027	Lv27	我に撃つ正義あり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370028	Lv28	我に撃つ正義あり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370029	Lv29	我に撃つ正義あり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370030	Lv30	我に撃つ正義あり	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370031	Lv31	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370032	Lv32	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370033	Lv33	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370034	Lv34	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370035	Lv35	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370036	Lv36	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370037	Lv37	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370038	Lv38	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370039	Lv39	偽りの聖者の祈り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
370040	Lv40	煉獄の魂に救いあれ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>\<color=ff7b02>無力化(石化、沈黙、混乱、気絶、睡眠、強打)</color>＆<color=ff7b02>時間系デバフ無効化</color>＆<color=ff7b02>スライドスキルダメージ防御</color><color=ffc400>▲</color>
3800	ラグナブレイク	魔界の扉が開き、古の神々が降臨する。		
380001	Lv1	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380002	Lv2	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380003	Lv3	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380004	Lv4	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380005	Lv5	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380006	Lv6	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380007	Lv7	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380008	Lv8	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380009	Lv9	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380010	Lv10	残念な天然娘	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380011	Lv11	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380012	Lv12	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380013	Lv13	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380014	Lv14	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380015	Lv15	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380016	Lv16	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380017	Lv17	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380018	Lv18	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380019	Lv19	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380020	Lv20	楽園を探して	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380021	Lv21	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380022	Lv22	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380023	Lv23	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380024	Lv24	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380025	Lv25	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380026	Lv26	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380027	Lv27	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380028	Lv28	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380029	Lv29	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380030	Lv30	夢で見た後輩	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
380031	Lv31	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380032	Lv32	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380033	Lv33	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380034	Lv34	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380035	Lv35	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380036	Lv36	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380037	Lv37	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380038	Lv38	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380039	Lv39	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>
380040	Lv40	妙薬が誘う魂	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>、<color=ff7b02>弱点攻撃</color><color=ffc400>▲</color>、<color=ff7b02>デバフ回避率</color><color=ffc400>▲</color>、<color=ff7b02>デバフ持続時間</color><color=ffc400>▼</color>\<color=ff7b02>無力化(石化、沈黙、混乱、気絶、睡眠、強打)</color>＆<color=ff7b02>時間系デバフ無効化</color>付与\<color=ff0000>木属性を除く味方</color> <color=ff7b02>のクリティカル確率減少<color=ffc400>▼</color>
3900	ラグナブレイク	魔界の扉が開き、古の神々が降臨する。		
390001	Lv1	虚勢と狂気	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390002	Lv2	虚勢と狂気	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390003	Lv3	虚勢と狂気	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390004	Lv4	虚勢と狂気	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390005	Lv5	虚勢と狂気	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390006	Lv6	魔王は譲るよ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390007	Lv7	魔王は譲るよ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390008	Lv8	魔王は譲るよ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390009	Lv9	魔王は譲るよ	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390010	Lv10	師匠殺しの悪魔	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390011	Lv11	師匠殺しの悪魔	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390012	Lv12	師匠殺しの悪魔	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390013	Lv13	師匠殺しの悪魔	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390014	Lv14	師匠殺しの悪魔	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390015	Lv15	師匠殺しの悪魔	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390016	Lv16	悪魔狩り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390017	Lv17	悪魔狩り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390018	Lv18	悪魔狩り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390019	Lv19	悪魔狩り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390020	Lv20	悪魔狩り	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390021	Lv21	君臨する怪物	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390022	Lv22	君臨する怪物	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390023	Lv23	君臨する怪物	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390024	Lv24	君臨する怪物	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390025	Lv25	君臨する怪物	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390026	Lv26	石化の覇王	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390027	Lv27	石化の覇王	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390028	Lv28	石化の覇王	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390029	Lv29	石化の覇王	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390030	Lv30	石化の覇王	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390031	Lv31	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390032	Lv32	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390033	Lv33	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390034	Lv34	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390035	Lv35	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390036	Lv36	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390037	Lv37	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390038	Lv38	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390039	Lv39	衆生を救う仏子	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>付与
390040	Lv40	悪魔が仏を拝むな	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>スキルゲージチャージ速度</color><color=ffc400>▲</color>\<color=ff7b02>弱点防御</color><color=ffc400>▼</color>\<color=ff7b02>無力化(石化、沈黙、混乱、気絶、睡眠、強打)</color>＆<color=ff7b02>時間系デバフ無効化</color>付与
4000	ラグナブレイク	魔界の扉が開き、古の神々が降臨する。		
400001	Lv1	戦う準備は万全	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400002	Lv2	戦う準備は万全	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400003	Lv3	戦う準備は万全	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400004	Lv4	戦う準備は万全	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400005	Lv5	戦う準備は万全	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400006	Lv6	単純熱血英雄	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400007	Lv7	単純熱血英雄	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400008	Lv8	単純熱血英雄	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400009	Lv9	単純熱血英雄	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400010	Lv10	単純熱血英雄	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400011	Lv11	妙薬は要らない	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400012	Lv12	妙薬は要らない	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400013	Lv13	妙薬は要らない	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400014	Lv14	妙薬は要らない	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400015	Lv15	妙薬は要らない	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400016	Lv16	水着より恋	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400017	Lv17	水着より恋	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400018	Lv18	水着より恋	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400019	Lv19	水着より恋	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400020	Lv20	水着より恋	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
400021	Lv21	田園の舞踏会	空欄	<color=ff0000>敵チーム</color>に<color=ff7b02>弱点防御</color><color=ffc400>▼</color>
