// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	Lost Hair	Each and every stand of this hair has spiritual traces on it.
50120303	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120304	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120305	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120313	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120314	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120315	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120401	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120402	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120403	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120404	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120405	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120413	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120414	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120415	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120501	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120502	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120503	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120504	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120505	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120513	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120514	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50120515	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121301	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121302	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121303	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121304	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121305	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121313	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121314	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121315	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121401	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121402	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121403	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121404	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121405	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121413	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121414	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121415	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121501	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121502	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121503	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121504	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121505	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121513	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121514	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50121515	Amp. ATK Core	<color=ff17b0>Amplify ATK</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Zayin, which represents power, is glowing.
50130101	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130102	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130103	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130104	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130105	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130112	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130114	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130115	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130201	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130202	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130203	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130204	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130205	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130212	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130214	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130215	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130301	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130302	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130303	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130304	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130305	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130312	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130314	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130315	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130401	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130402	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130403	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130404	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130405	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130412	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130414	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130415	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130501	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130502	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130503	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130504	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130505	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130512	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130514	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50130515	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131201	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131202	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131203	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131204	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131205	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131212	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131214	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131215	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131401	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131402	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131403	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131404	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131405	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131412	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131414	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131415	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131501	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131502	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131503	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131504	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131505	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131512	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131514	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50131515	Amp. DEF Core	<color=00e2f0>Amplify DEF</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Chet, which represents protection, is glowing.
50140101	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140102	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140103	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140104	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140105	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140112	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140113	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140115	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140201	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140202	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140203	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140204	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140205	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140212	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140213	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140215	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140301	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140302	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140303	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140304	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140305	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140312	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140313	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140315	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140401	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140402	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140403	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140404	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140405	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140412	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140413	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140415	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140501	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140502	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140503	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140504	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140505	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140512	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140513	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50140515	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141201	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141202	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141203	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141204	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141205	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141212	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141213	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141215	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141301	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141302	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141303	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141304	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141305	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141312	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141313	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141315	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141501	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141502	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141503	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141504	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141505	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141512	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141513	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50141515	Amp. AGL Core	<color=d3da00>Amplify AGL</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tet, which represents wisdom, is glowing.
50150101	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150102	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150103	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150104	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150105	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150112	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150113	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
50150114	Amp. CRT Core	<color=ff5f1e>Amplify CRT</color> Ignition Core.\It contains 3 types of stats.\The Hebrew character Tav, which represents victory, is glowing.
