// key	CHAT_
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c360_true3	私は万物の摂理を悟った者。だから、少しぐらい優しくしてくれたって…いいでしょ。
c360_victory	一汗かいたわね～\悪魔よ、神の使徒に冷たい飲み物を捧げなさい。
c361_10_boss_long	死にたくなかった、どきな。
c361_10_boss_short	誰でもいいから、かかってこいよ。
c361_10_ctskill	やってやろうじゃないか！
c361_10_death_1	チッ…オレが死ぬとはな…
c361_10_death_2	また会おうぜ。
c361_10_drive	天罰だと思いな！
c361_10_hit_1	アタマ使えよ。
c361_10_hit_2	死にたいのか？
c361_10_hit_3	生意気な…
c361_10_prskill	そんなに殴られたいのか？
c361_10_skill	かかってきな！
c361_10_spa	うるさいヤツらめ…\温泉に沈めてやるぞ。
c361_10_startbt	始めようか？
c361_10_story1	で、あの人間を同伴者にするのか？\おもしろそうだな。
c361_10_story2	はぁ～っ…\さすがに、もうあきたぜ。\そろそろ動くか…
c361_10_story3	自分のママの心臓に剣を突き刺したんだ。\あの時のバートリーの顔ときたら、見物だったな…
c361_10_true1	どうだ？\強そうだろ？\とにかくハデなのが一番なんだよ。\ハッハッハッハッ！
c361_10_true2	負けるのが怖いんだろ？\ヤケドしたことあるヤツが\火を恐れるのといっしょさ。
c361_10_true3	いろいろ気になるみたいだな。\だが、時が来れば分かるさ。\それまで我慢しな。
c361_10_victory	ありがたく思いな。
c361_87_boss_long	弱そうなヤツらめ。
c361_87_boss_short	遊んでやろうか？
c361_87_bubble_prskill	うまそうだな…
c361_87_bubble_skill	死ね！
c361_87_ctskill	やってやろうじゃないか！
c361_87_death_1	チッ…オレが死ぬとはな…
c361_87_death_2	また会おうぜ。
c361_87_drive	悲鳴を聞かせろ！
c361_87_hit_1	イライラさせるな。
c361_87_hit_2	そろそろキレるぞ。
c361_87_hit_3	ハッ！
c361_87_hit_4	消えろ。
c361_87_hit_5	上手くいくと思うな。
c361_87_hit_6	何かしたのか？
c361_87_hit_7	まだいたのか？
c361_87_hit_8	ネズミが…
c361_87_hit_9	あきらめたらどうだ？
c361_87_prskill	うまそうだな…
c361_87_skill	死ね！
c361_88_boss_long	ごきげんよう、クズどもめ。
c361_88_boss_short	多勢に無勢だな。
c361_88_bubble_prskill	食ってやろうか？
c361_88_bubble_skill	退屈させるな。
c361_88_ctskill	捕まえたぞッ！
c361_88_death_1	チッ…\オレが負けるとはな…
c361_88_death_2	覚えてろよ…
c361_88_drive	悲鳴を聞かせろ！
c361_88_hit_1	後悔するぞ。
c361_88_hit_2	消えろ。
c361_88_hit_3	おとなしくしな。
c361_88_hit_4	ウザい。
c361_88_hit_5	笑わせるな。
c361_88_hit_6	ガキかよ。
c361_88_hit_7	めんどくせぇ…
c361_88_hit_8	まだ生きてるのか？
c361_88_hit_9	下衆が…
c361_88_prskill	食ってやろうか？
c361_88_skill	退屈させるな。
c361_89_boss_long	ごきげんよう、クズどもめ。
c361_89_boss_short	多勢に無勢だな。
c361_89_bubble_prskill	食ってやろうか？
c361_89_bubble_skill	退屈させるな。
c361_89_ctskill	捕まえたぞッ！
c361_89_death_1	チッ…\オレが負けるとはな…
c361_89_death_2	覚えてろよ…
c361_89_drive	悲鳴を聞かせろ！
c361_89_hit_1	後悔するぞ。
c361_89_hit_2	消えろ。
c361_89_hit_3	おとなしくしな。
c361_89_hit_4	ウザい。
c361_89_hit_5	笑わせるな。
c361_89_hit_6	ガキかよ。
c361_89_hit_7	めんどくせぇ…
c361_89_hit_8	まだ生きてるのか？
c361_89_hit_9	下衆が…
c361_89_prskill	食ってやろうか？
c361_89_skill	退屈させるな。
c361_boss_long	おもしろいものを見せてやるぜ。
c361_boss_short	オレのもとにひざまずけ。
c361_ctskill	捕まえたぞッ！
c361_death_1	チッ…\オレが負けるとはな…
c361_death_2	覚えてろよ…
c361_drive	悲鳴を聞かせろ！
c361_hit_1	イライラするぜ…
c361_hit_2	ザコは所詮ザコだな。
c361_hit_3	何ッ！？
c361_prskill	コワいか？\ハハッ！
c361_skill	クズが。
c361_spa	うるさいヤツらめ…\温泉に沈めてやるぞ。
c361_startbt	キサマの思い通りになると思うな。
c361_story1	で、あの人間を同伴者にするのか？\おもしろそうだな。
c361_story2	はぁ～っ…\さすがに、もうあきたぜ。\そろそろ動くか…
c361_story3	自分のママの心臓に剣を突き刺したんだ。\あの時のバートリーの顔ときたら、見物だったな…
c361_true1	さかしい悪魔と、悪魔を食ったヘビ…\悪いのはどっちだ？
c361_true2	どいつもこいつもクズばかりだから\みな殺しにすればいいだろ？\なんでダメなんだ？
c361_true3	オレのこと放ったらかして何を楽しんでんだ？\チッ…待ちくたびれたぜ。
c361_victory	気に入ったか？
c362_10_boss_long	イブ様～どこですか～？
c362_10_boss_short	イブ様～？イブ様～？
c362_10_ctskill	これくらいなら…！
c362_10_death_1	イブ…様…
c362_10_death_2	しまった…
c362_10_drive	が、がんばりますっ！
c362_10_hit_1	うわっ！
c362_10_hit_2	痛いっ！
c362_10_hit_3	うっ…
c362_10_prskill	やぁ～っ！
c362_10_skill	任せてください！
c362_10_spa	はぁ～っ！す、す、す…すみません！\あれ？貸し切りじゃなかったっけ？\今、出ますね～
c362_10_startbt	ついてきてくださ～い！
c362_10_story1	イブ様と僕の助けが必要な時は\よろしくお願いします！
c362_10_story2	ほしい物があれば僕が用意します。\もっと強いインキュバスがほしいなら\努力します！
c362_10_story3	イブ様と一緒に行く道ですが、新しい道を\歩いてもいいじゃないですか？
c362_10_true1	こんにちは、イブ様のサポーター、レオです！\イブ様からお話はたくさん聞いています。\これからよろしくお願いします！えへへ…
c362_10_true2	イブ様は僕に勇気があるとおっしゃいましたが、\それは単に僕を励ますためでしょう。\イブ様は優しい方ですから。
c362_10_true3	えっ？僕の話をしてくれって？困ったなぁ…\じゃ、じゃあまずは自己紹介から…\あ…もうやりましたね。えっ、だから…\え～と、どうしたらいいのかな…
c362_10_victory	何もおかしなことはなかったですよね？
c362_11_boss_long	甘く見ないでください！
c362_11_boss_short	がんばります、イブ様！
c362_11_ctskill	負けるわけには！
c362_11_death_1	また…戻り…ますね…
c362_11_death_2	イブ様に達するでしょう！
c362_11_drive	習ったとおりにすれば！
c362_11_hit_1	落ち着いて！
c362_11_hit_2	話し合いましょう！
c362_11_hit_3	怒りますよ！
c362_11_prskill	危ないですよ！
c362_11_skill	こうすれば！
c362_11_spa	気持ちがいいとイブ様を思い出します。\またどこかで道に迷っているかも～
c362_11_startbt	イブ様～！\返事してくださ～い！
c362_11_story1	イブ様と僕の助けが必要な時は\よろしくお願いします！
c362_11_story2	ほしい物があれば僕が用意します。\もっと強いインキュバスがほしいなら\努力します！
c362_11_story3	イブ様と一緒に行く道ですが、新しい道を\歩いてもいいじゃないですか？
c362_11_true1	イブ様のいじわる…\僕に黙って出かけるなんて～！
c362_11_true2	僕もモナ様やリザ様のように立派なサポーターに\なりたいです。\そうすればいつかイブ様が褒めてくれるから…\えへへ…
c362_11_true3	僕の夢は最高のサポーターになることでした。\でも今は、イブ様の力になりたいだけです。
c362_11_victory	イブ様には、やっぱり僕が一番です！
c362_boss_long	イブ様～どこですか～？
c362_boss_short	イブ様～？イブ様～？
c362_ctskill	これくらいなら…！
c362_death_1	イブ…様…
c362_death_2	しまった…
c362_drive	が、がんばりますっ！
c362_hit_1	うわっ！
c362_hit_2	痛いっ！
c362_hit_3	うっ…
c362_prskill	やぁ～っ！
c362_skill	任せてください！
c362_spa	はぁ～っ！\す、す、す…すみません！\あれ？貸し切りじゃなかったっけ～？\今、出ますね～！
c362_startbt	ついてきてくださ～い！
c362_story1	イブ様と僕の助けが必要な時は\よろしくお願いします！
c362_story2	ほしい物があれば僕が用意します。\もっと強いインキュバスがほしいなら\努力します！
c362_story3	イブ様と一緒に行く道ですが、新しい道を\歩いてもいいじゃないですか？
c362_true1	こんにちは、イブ様のサポーター、レオです！\イブ様からお話はたくさん聞いています。\これからよろしくお願いします！えへへ…
c362_true2	イブ様は僕に勇気があるとおっしゃいましたが、\それは単に僕を励ますためでしょう。\イブ様は優しい方ですから。
c362_true3	えっ？僕の話をしてくれって？困ったなぁ…\じゃ、じゃあまずは自己紹介から…\あ…もうやりましたね。えっ、だから…\え～と、どうしたらいいのかな…
c362_victory	何もおかしなことはなかったですよね？
c363_boss_long	え～と…宝物はどこ？
c363_boss_short	次の挑戦者は誰っ？
c363_ctskill	そこよっ！
c363_death_1	失敗ね…\あっははっ…
c363_death_2	また…今度ね…
c363_drive	もう手遅れよっ！
c363_hit_1	アイタッ！
c363_hit_2	やるわね。
c363_hit_3	うっ！
c363_prskill	お宝は私の物よ！
c363_skill	無視しないで！
c363_spa	ホントにいいところね～\ローガン様も呼びた～い！
c363_startbt	かかってきなさ～い！
c363_story1	うふっ。\狙った獲物は逃さない！\それが怪盗PHAN+ICよ！
c363_story2	怪盗PHAN+ICの名に相応しい、有名な物を\探すのよっ！
c363_story3	渡さないなら盗むだけよっ！\今夜のターゲットは悪魔の大事なゲーム機で\決まりねっ！
c363_true1	えっ?\怪盗なんて興味ない？\うっふっふっふっ…\そんなこと言ってると後悔するわよ。
c363_true2	当たり前でしょ～！\怪盗PHAN+ICに盗めぬ物なしっ！
c363_true3	悪魔なのに欲望がないなんて…\あなた大丈夫？\ホントに協力できるの～？
c363_victory	ミッションコンプリートッ！
c364_boss_long	あなたは私の運命の方ではなさそうですね。
c364_boss_short	あなたは私の好みではありませんよ。
c364_ctskill	しっかり隠れて！
c364_death_1	ハッピーエンディングが良いのに…ふう…
c364_death_2	きゃああ～～！
c364_drive	LA DOLCE VITA！
c364_hit_1	ああっ！
c364_hit_2	…っもう！
c364_hit_3	ひいん…
c364_prskill	噛んじゃおっかなー
c364_skill	行きます！
c364_spa	ううん～溶ける、溶けちゃう…\あれ？持ってきたキャンディも溶けちゃいました～へへ…♥
c364_startbt	甘～いキャンディを準備しましたよ！
c364_story1	ホワイトデーとかバレンタインデーとか\実はそんなに大事じゃないの。\本当に大事なのは…そう、それは…\愛の告白でしょう！！
c364_story2	うふふ。\あなたも、私の契約者も、そして私自身も…\みんな子供ですね。愛が何か知らない…
c364_story3	きゃぁあ～！ホント！？本当に本当？\日記に絶対書いておこう！\かわいい悪魔様が私にコ・ク・ハ・クした日だって！
c364_true1	あなたと一緒なら、愛がどういうものなのか、わかるでしょうか…？
c364_true2	誰かが言ったそうです…\《LOVE or DEATH》と。\あ…本当にステキな言葉ですね。
c364_true3	かわいい悪魔さまのための、シトリー特製ミント\キャンディで～す！\変な薬とか、絶対に入れていませんから、\安心して下さーい。
c364_victory	お疲れ様でした、かわいい悪魔様。
c365_boss_long	デビルバスター初号機リザ、起動しました。
c365_boss_short	システム、オールグリーン。
c365_ctskill	弱点はそこですね。
c365_death_1	システム…シャットダウン…
c365_death_2	作戦…失敗です…
c365_drive	最大出力、発射！
c365_hit_1	装甲損傷。
c365_hit_2	これくらい…
c365_hit_3	被弾しました。
c365_prskill	すべて撃破します。
c365_skill	ターゲット、ロックオン。
c365_spa	驚きましたか？\防水仕様です。
c365_startbt	《デビルバスター初号機》の力をお見せしましょう。
c365_story1	《エネルギー減少。残り50%…》\殲滅モード終了…\これより節電モードに移行します。
c365_story2	しかし、よかったです。少しではありますが、エネルギーが補充できたのでお手伝いいたします。さあ、どうぞ荷物を渡してください。
c365_story3	《システムリブート》\《デビルバスター初号機リザ、再起動します》
c365_true1	《緊急回避モード》があると言いましたが、搭乗感はそんなによくはありません。車ではないですし…何ですか？その好奇心に満ちた目は。
c365_true2	《対魔王決戦兵器デビルバスター初号機リザ》…これは、弐号機もあるということでしょうか？それなら次は赤い色でしょうね。
c365_true3	…昨日ダビにシールを貼られました。車のように思われているのかもしれません。
c365_victory	目標殲滅しました。
c366_boss_long	ここまで来るなんて、さすがです！
c366_boss_short	お待ちしておりました～
c366_ctskill	一緒に戦いましょう、悪魔様！
c366_death_1	私はもっとできるのに…
c366_death_2	きゃあ～っ！
c366_drive	私の手を離さないでくださいね！
c366_hit_1	きゃあ！
c366_hit_2	ぐっ！
c366_hit_3	失敗しちゃった～
c366_prskill	ここで負けるわけにはいきません！
c366_skill	私を信じてくれますか？
c366_spa	今日もがんばったから、明日のことは心配しないで\ゆっくり休みましょ～
c366_startbt	なめたら酷い目にあいますよ！
c366_story1	以前のミスばっかりしていた私とは、\ひと味も、ふた味も違いますよ～！\どんな敵にも勝てる自信があります！
c366_story2	一生懸命努力すればいいと思ってたけど…\みんなに迷惑ばっかりかけちゃった…
c366_story3	どんなに激しく燃える炎でも、私の前では\無力なんですから！
c366_true1	努力すれば夢を叶えられる日が来るでしょう?\どんな夢かって？\うーん…そうですね。\それは、これから考えます！
c366_true2	どんなに苦しくても、耐えてみせる。\見守っててください、悪魔様。
c366_true3	諦めそうになった時、悪魔様が私に手を差し伸べて\くれました。だから、次は私の番。\私が悪魔様のお力になります。
c366_victory	一生懸命がんばりました！
c367_boss_long	踏んづけてあげようかしら？
c367_boss_short	おーっほっほっほっほ！魔王ダビ様、登～場！
c367_ctskill	魔王ダビの実力よ！
c367_death_1	ちぃっ、生意気に…
c367_death_2	はぁ…
c367_drive	さあ、ひざまずけ！
c367_hit_1	うああ！
c367_hit_2	ぐひぃ！
c367_hit_3	はあっ！
c367_prskill	私の力、受けてみる？
c367_skill	あ～っはっはっはっは！
c367_spa	毎日が今日みたいだと良いわね～
c367_startbt	魔王ダビに任せなさい！
c367_story1	新しい魔王、ダビ様の登場よ！\ま、そんなわけで、これからよろしくね。
c367_story2	神は騙せても、この魔王ダビは騙すことはできないってことよ。
c367_story3	この魔王ダビが、教育がよくされたストーカーですって？
c367_true1	モナ姉さま～♥えへへへへ～魔王ダビはモナ姉さまと結婚するわよ！
c367_true2	ううう…いつ頃魔界に戻れるのか…\それもこれも全部お前のせいではないか！
c367_true3	お前のせいで魔王ダビ様の計画が全部狂ってしまったのよ！
c367_victory	ふっふっふ～！\これくらいとっても簡単でしょ？
c370_89_boss_long	ついにラスボス登場～！
c370_89_boss_short	あら～恥ずかしがっちゃって♥
c370_89_bubble_prskill	スプラッシュウェーブ！
c370_89_bubble_skill	ビッグウェーブ到来！
c370_89_ctskill	いじわるしちゃいますよ～！
c370_89_death_1	日差しが暑すぎました…
c370_89_death_2	また夏にお会いしましょう…
c370_89_drive	強い日差しも問題なし！
c370_89_hit_1	ひど～い！
c370_89_hit_2	あらあら。
c370_89_hit_3	痛～い！
c370_89_hit_4	うふふふっ。
c370_89_hit_5	きゃ～
c370_89_hit_6	まったく～！
c370_89_hit_7	いたずらっ子ね～
c370_89_hit_8	怒ったわよ～！
c370_89_hit_9	くうっ…
c370_89_prskill	大波警報はっつれ～い♥
c370_89_skill	これはどうかしら？
c370_boss_long	夏の日差しは無視できません。
c370_boss_short	ハッピーサマ～♥
c370_ctskill	さあ、集中して！
c370_death_1	次は…必ず～！
c370_death_2	ちょっと疲れたみたい…です。
c370_drive	もっと楽しみましょう！
c370_hit_1	あいたっ…！
c370_hit_2	恥ずかしがっちゃって！
c370_hit_3	もう知らない！
c370_prskill	逃げちゃダメよ～
c370_skill	素敵な日ですね～
c370_spa	は～旅の疲れが取れますね！
c370_startbt	勇気を出せば楽しく遊べますよ。
c370_story1	夏は暑くて嫌、ですって？\夏が暑いのは当たり前です！
c370_story2	火炎地獄で生まれた方が何をおっしゃいますか？\うふふっ、冗談です。今日はそろそろ帰りましょう。倒れられたら困りますからね～
c370_story3	煌めく太陽、海辺のバカンス。賑やかな声と海の生き物たち…魔界では味わえないものばかりですね。もっと楽しみましょう。
c370_true1	あら～日差しが強いですね～ご主人さま～\モナにオイルを塗ってくださいますか～？\あっ、どこに行くんですか！？
c370_true2	争奪戦は争奪戦！休暇は休暇！\たまには、ゆっくり休みましょう！
c370_true3	うふ～せっかくここまで来たんです。もっと楽しみましょう♥もうお疲れみたいですけどね～うふふふ～
c370_victory	灼熱の太陽も、このモナには敵いませ～ん♥
c371_boss_long	UVカット完了！気持ちのいい日ですね。
c371_boss_short	こんな時まで、しかめっ面ですか？うふふ。
c371_ctskill	冗談は終わりです。
c371_death_1	は～…熱中症？
c371_death_2	私が…ミスなんて…
c371_drive	どこを見てるんです？
c371_hit_1	くうっ…
c371_hit_2	許せません。
c371_hit_3	いい加減にしなさい…！
c371_prskill	緩みすぎですね。
c371_skill	うふふっふっ！
c371_spa	水風呂から湯船に入ると、本当に極楽ですね…\は～
c371_startbt	特別にお手伝い致しましょう。
c371_story1	あなたを見ていると、昔の私を思い出します。常に緊張し、腹が立ってイライラしていました。もしかすると、私がお役に立てることがあるかもしれません。
c371_story2	確かに、猫悪魔の御主人様が水を好きになるのは大変そうですね。これは不覚でした。では、バタ足の練習から始めましょうか？
c371_story3	泳げなくても問題ありません。泳げないなら浮き輪を使えば良いし、手が使えなかったら噛みつけば良いのです。難しく考える必要ありません。
c371_true1	ワーカホリックであろうとなかろうと、休日は楽しいものです。似合わないですって？うふっ、そうかも知れませんね。
c371_true2	さぁ、楽しんでください。もしかすると御主人様の憂鬱の原因は、ビタミンD不足かもしれません。
c371_true3	こんなところに来てまで仕事はしません。うふっ、本当に私を誤解してますね。休む時は休んで、働く時は働く。そうすれば最高のコンディションが保てます。
c371_victory	ただいま戻りました。何も問題ありません。
c372_boss_long	知ってた？バカご主人って泳げないんだって～！
c372_boss_short	こっちこっち～
c372_ctskill	くらえ～ダビの奥義！
c372_death_1	ふえ～ん！
c372_death_2	バカ！もう遊んであげない！
c372_drive	あ…うえぇ～ん！ダビのアイスが～！
c372_hit_1	うわ～ん！
c372_hit_2	悪い悪魔だ～！
c372_hit_3	許さない！
c372_prskill	ダビと遊ぼう！
c372_skill	しっかり隠れてね！
c372_spa	ダビは温泉より海のほうが好きなの。
c372_startbt	頼まれたって無理だからね～！
c372_story1	ご主人～猫だから泳げないって本当？でもさ～猫も泳げるよね～？猫だから泳げないって言い訳だよね～？
c372_story2	春、夏、秋、冬…？！\とにかく夏はまた来るんでしょ～？\ご主人、来年の夏は泳ぎ方、覚えなきゃね！
c372_story3	ご主人はできないことばっかで大変だね～\ダビは心配だよ…\《頭痛の種》ってご主人のこと～？
c372_true1	えへっ。一日中泳いでたら、お腹すいた～\ご主人、何か食べ物ちょ～だい！
c372_true2	フッフッフッ。ダビが泳ぎ方、教えてあげよっか？\こんな感じで…体の力を抜いて横になって～\はいっ！浮かんで！…えっ？難しい？
c372_true3	毎日こんなふうに遊べたらいいな～！魔王争奪戦なんかやめて、バシャバシャ水遊びしてさ～！ご主人もそのほうが良いでしょ～？
c372_victory	今日もやっぱりダビの勝ち～！
c373_boss_long	さぁ、パーティーを始めようぜ！
c373_boss_short	気合入れろよ！
c373_ctskill	食らっとけ～っ！
c373_death_1	ハッ！焼きが回ったぜ…
c373_death_2	後は…頼んだぜ…
c373_drive	お前ら！楽しんでるか～っ！？
c373_hit_1	うぐっ！
c373_hit_2	ぐっ！
c373_hit_3	やるなっ！
c373_prskill	邪魔すんな！
c373_skill	どぉらよっ！
c373_spa	あぁ～染みるねぇ…\…っと、眠っちまうところだったぜ。
c373_startbt	力の使い方を教えてやるよ！
c373_story1	「カルペ・ディエム」いい言葉だ。だが、そうも言ってられなくなっちまった。背負っちまったからよ…
c373_story2	アイツを生かしたいんだろ？だったら俺たちが気張るしかねぇだろ。なぁ兄弟！
c373_story3	力は手段だ。キズナを繋ぐためのな。使い方はもう間違わねぇ。
c373_true1	あれがしたい、これがしたい？やりゃぁいいじゃねぇか！ただし、覚悟はしておけよ？
c373_true2	逃げ切れるわけねぇだろ？後悔は心に刻まれる。どこまで行っても追ってくるさ…
c373_true3	好き放題してきたツケが溜まってんだ。\やるしかねぇだろ？だからよ。\も～少し待ってくれ！この通り！！
c373_victory	ハッ！楽勝だな！
c374_boss_long	も～！\ヒルドのチビッ子お客様に目をつけているのは誰？
c374_boss_short	ヒルドの恋を邪魔しないで～！
c374_ctskill	チビッ子お客様は、ヒルドの後ろに隠れてて♥
c374_death_1	チビッ子お客様より先に逝きたくない…けど…
c374_death_2	もっと…チビッ子お客様と遊びたかったのに…
c374_drive	ヒルドと、もっと遊びましょう～♥
c374_hit_1	イタタ…
c374_hit_2	あちゃ～…
c374_hit_3	あぁ～！
c374_prskill	バラバラにしちゃうんだから～♥
c374_skill	ヒルドが手伝ってあげる～♥
c374_spa	はぁ～\ヒルド、今とっても幸せ～♥\チビッ子お客様も一緒だったら、もっと幸せ\なんだけどな～\…うふふっ♥
c374_startbt	お呼びですか？\チビッ子お客様～♥
c374_story1	大丈夫よ、モーガン。\指輪なんて必要ないもん♥\あのね～愛を手に入れたいのなら、ちょっとだけ\勇気があれば大丈夫なんだから♥
c374_story2	ヒルドのお願いは～チビッ子お客様に、\もう一度ウェディングドレスを着てもらうこと\で～す♥
c374_story3	チビッ子お客様は～シャイだから～\ヒルドがぐいぐい行くと逃げちゃうの～\だから、たまに寂しくなっちゃうのかな～？\もしかしたら夢を見たのも、そのせいかも～
c374_true1	ウェディングドレスを着たヒルド…\どうですか～？\あっ、ブーケ忘れちゃった～でも、大丈夫♥\ヒルドには～花より銃が似合うもんね～♥
c374_true2	チビッ子お客様のこと、なんで好きかって～？\そんなの可愛いからに決まってるじゃな～い♥\可愛くて、可愛くて、ぐっちゃぐちゃにした～い～♥
c374_true3	どうしたら～チビッ子お客様が～ヒルドの気持ちを\分かってくれるのかな～？抱きついても～大好きって言ってもダメだなんて…ヒルドのベットに縛り付け\て～毎日なでなでしたら～分かってくれるのかな～？
c374_victory	チビッ子お客様～！本当に最高～！
c377_10_boss_long	し、し、し、新婦の名を汚すとは！
c377_10_boss_short	僕の結婚式を邪魔するな！
c377_10_ctskill	いたずらっ子には、おしおきが必要だな！
c377_10_death_1	どうやら…僕も、ここまでのようだね…
c377_10_death_2	もう一度…きみに…
c377_10_drive	きみは僕のものだ！
c377_10_hit_1	くっ…
c377_10_hit_2	バカな…
c377_10_hit_3	貴様ッ！
c377_10_prskill	よそ見はいけないな。
c377_10_skill	僕の手をとって。
c377_10_spa	マリッジブルー対策か…なるほど。\ちょうど、僕も少し休みたいと思っていたところだ。
c377_10_startbt	僕の花嫁を迎えに来たよ。
c377_10_story1	何も、すぐに結婚しようというわけじゃない。\僕は、彼女の心の準備ができるまで、1000年でも\2000年でも待つよ。
c377_10_story2	別に僕は、女性の配偶者だけを望んでいるわけでは\ないよ。\だから、きみでも構わない。\僕と、結婚してくれるかい？
c377_10_story3	僕は、近くにいる《青い鳥》を、二度も見逃すほど\バカではない、とだけ言っておこう。
c377_10_true1	はぁ…まさか、こんなに複雑なことになるとは…\似合わない服を着るというのは、このことだったの\か。\《ブライドリング》は…呪われた指輪なんだろうか。
c377_10_true2	花嫁を迎えるつもりで来たのに、まさか自分が\花嫁になるとは…！\こんなプラン、誰が想像できただろう…
c377_10_true3	こ、この状況を花嫁候補たちに、どう説明すれば\納得してもらえるのか…\まさか、花嫁が2人になってしまうなんて…
c377_10_victory	勝利の女神のおかげかな？
c377_11_boss_long	ようこそ、我が花嫁。
c377_11_boss_short	きみを待っていたよ。
c377_11_ctskill	僕に気安く触るな！
c377_11_death_1	あっけないな～…\最期はこんなものか…
c377_11_death_2	もう一度…きみの顔が見たい…
c377_11_drive	我が愛を受け取るがいい！
c377_11_hit_1	くっ…
c377_11_hit_2	こんなもの…！
c377_11_hit_3	うっ…
c377_11_prskill	僕から目をそらすなんて許さない！
c377_11_skill	いけない子だ！
c377_11_spa	温泉…？\初めて入ったけど、まぁまぁだね…
c377_11_startbt	地の底まで一緒だ！
c377_11_story1	何も、すぐに結婚しようというわけじゃない。\僕は、彼女の心の準備ができるまで、1000年でも\2000年でも待つよ。
c377_11_story2	別に僕は、女性の配偶者だけを望んでいるわけでは\ないよ。\だから、きみでも構わない。\僕と、結婚してくれるかい？
c377_11_story3	僕は、近くにいる《青い鳥》を、二度も見逃すほど\バカではない、とだけ言っておこう。
c377_11_true1	図々しく僕に話しかけてくるな。\そんなに僕がおかしいか？
c377_11_true2	夢を…悪夢を見ているようだ…\ここは…どこなんだ？\僕は一体…
c377_11_true3	《ブライドリング》は、花嫁のための指輪。\美しくて強い花嫁でなければ…はめることは\できない。\そのはずなのに…
c377_11_victory	さぁ、勝利の口づけを…！
c377_89_boss_long	し、し、し、新婦の名を汚すとは！
c377_89_boss_short	僕の結婚式を邪魔するな！
c377_89_bubble_prskill	悪魔のウェディングマーチはいかが？
c377_89_bubble_skill	油断したのかい？
c377_89_ctskill	いたずらっ子には、おしおきが必要だな！
c377_89_death_1	どうやら…僕も、ここまでのようだね…
c377_89_death_2	もう一度…きみに…
c377_89_drive	きみは僕のものだ！
c377_89_hit_1	くっ…
c377_89_hit_2	バカな…
c377_89_hit_3	貴様っ！
c377_89_hit_4	許さん！
c377_89_hit_5	もう終わりかい？
c377_89_hit_6	笑わせてくれるね。
c377_89_hit_7	無駄な抵抗はやめるんだ！
c377_89_hit_8	邪魔するな！
c377_89_hit_9	面倒だな…
c377_89_prskill	よそ見はいけないな。
c377_89_skill	僕の手をとって。
c377_boss_long	きみが来るのを待っていたよ。
c377_boss_short	やぁ、我が花嫁…
c377_ctskill	遊びは終わりだ！
c377_death_1	きみに…醜態を…晒してしまったね…
c377_death_2	もう一度…ここで…
c377_drive	きみの運命を僕に預けてくれ！
c377_hit_1	生意気な…！
c377_hit_2	この程度か？
c377_hit_3	ちっ！
c377_prskill	僕に集中して！
c377_skill	僕が守るよ。
c377_spa	マリッジブルー対策か…なるほど。\ちょうど、僕も少し休みたいと思っていたところだ。
c377_startbt	きみに永遠の愛を誓おう。
c377_story1	何も、すぐに結婚しようというわけじゃない。\僕は、彼女の心の準備ができるまで、1000年でも\2000年でも待つよ。
c377_story2	別に僕は、女性の配偶者だけを望んでいるわけでは\ないよ。\だから、きみでも構わない。\僕と、結婚してくれるかい？
c377_story3	僕は、近くにいる《青い鳥》を、二度も見逃すほど\バカではない、とだけ言っておこう。
c377_true1	僕のことは、気軽に《イピー》とでも呼んでくれて\構わないよ。\きみも僕の、運命の花嫁候補の1人なんだから。\そうだろう？
c377_true2	父とは幼少以来、会っていないんだ。\また会いたいとも思わないしね。\きっと、どこかで元気に暮らしているだろう。
c377_true3	ここへ来てから、僕が結構しつこい性格なんだと\いうことがよく分かった。\ポモナも運がないな…\はっははっ、きみも僕がおかしいと思うだろう？
c377_victory	この勝利をきみに捧げるよ。
c378_boss_long	ふっ、握りつぶしてやる。
c378_boss_short	早くしろ、消すまでだ。
c378_ctskill	消えろ、目障りだよ！
c378_death_1	これまでか…うはっ…
c378_death_2	これで終わると思うな…
c378_drive	怪我する前に、そこどきな！
c378_hit_1	いたっ！
c378_hit_2	うっ…舐めるな！
c378_hit_3	あっ！
c378_prskill	はっ、闇に飲まれろ！
c378_skill	はっ、邪魔だよっ！
c378_spa	はっ…たまにはこういう時間もいいものだな。
c378_startbt	ハハハ！来い、ゴミのように蹴散らしてやる。
c378_story1	やる気か、アテナ！
c378_story2	実は、いつもアテナと戦う夢を見るんだ…結末はいつも同じ、アタシが負けて、THE ENDさ。
c378_story3	私とアテナは双極にある…\ふっ…そういうことか…
c378_true1	うなされる…悪夢…\チャイルドになってから…ずっとだ…
c378_true2	同じ人間から生まれた、光と闇の存在…\それがアタシとアテナの関係さ。
c378_true3	好きの裏返しだと…笑わせるな。\そんなことあるわけ無いだろう。
c378_victory	ふっ、肩慣らしにもならないな。
c379_boss_long	お相手しましょう、このアテナが！
c379_boss_short	我が盾の前に膝をつくことになろう！
c379_ctskill	くっ…突貫する！
c379_death_1	マスター…またどこかで…
c379_death_2	ひゃぁ～～～！
c379_drive	主命である。顕現せよ、アイギス！！
c379_hit_1	うっくっ！
c379_hit_2	うっ…まだまだ！
c379_hit_3	これくらい…！
c379_prskill	ここから先は、行かせない！
c379_skill	はーっ！
