// key	CHAT_
c422_spa	You're so funny, my little demon.\You sure go out of your way to score points with me\considering you supposedly can't stand me.
c422_startbt	Let me handle this. ♥
c422_story1	Seeing is believing!\Let's try taking this head on!
c422_story2	I thought you just kinda liked her.\But this? I don't stand a chance.
c422_story3	*sigh*\I used to think love was just a means to an end.
c422_true1	Why are you such a prude?\Where's your carnal instinct?\Don't you know you need it for your species to prosper?
c422_true2	With kids, the more the merrier, right?\Come here. Don't be shy. ♥
c422_true3	It doesn't matter to me how much of a pariah you are, little demon.\That's never been an issue.
c422_victory	You do understand that was thanks to me, yes?
c423_10_boss_long	Oh, darling... I miss you.
c423_10_boss_short	I need to return to my darling.
c423_10_ctskill	This is a dream, isn't it?
c423_10_death_1	I beg of you...\Please, stop this...
c423_10_death_2	I want to wake up...
c423_10_drive	This will end it all!
c423_10_hit_1	Ah...
c423_10_hit_2	I hate this.
c423_10_hit_3	Please, just...
c423_10_prskill	If I win, I'll go ahead and devour you.
c423_10_skill	It hurts when I do this, doesn't it?
c423_10_spa	I'd like to come here with my darling.
c423_10_startbt	If only I could wake up from this dream.
c423_10_story1	*sigh*\Where could my darling have gone?
c423_10_story2	My darling...\I'm so happy...\I'm never ever leaving your side.
c423_10_story3	Please, take everything but my life...\I just want to see my darling one more time.
c423_10_true1	I might go crazy if I don't get to see my darling.
c423_10_true2	*sigh*\I'm overjoyed I got to wed my darling.
c423_10_true3	I'm scared...\It was just a dream,\so why am I so terrified?
c423_10_victory	Will I be able to escape the dream now?
c423_87_boss_long	Oh, darling... I miss you.
c423_87_boss_short	I need to return to my darling.
c423_87_bubble_prskill	Let me go home... back to my darling.
c423_87_bubble_skill	Please, wake me from my dream.
c423_87_ctskill	This is a dream, isn't it?
c423_87_death_1	I beg of you...\Please, stop this...
c423_87_death_2	I want to wake up...
c423_87_drive	I need to wake up from this dream already.
c423_87_hit_1	Hmmm...
c423_87_hit_2	I hate this.
c423_87_hit_3	Darling...
c423_87_hit_4	Let me live.
c423_87_hit_5	Any more than this and...
c423_87_hit_6	Don't...
c423_87_hit_7	I think I'm dying.
c423_87_hit_8	*pant*... *pant*...
c423_87_hit_9	Help...
c423_87_prskill	Let me go home... back to my darling.
c423_87_skill	Please, wake me from my dream.
c423_88_boss_long	Let me show you what I could do in my prime.
c423_88_boss_short	Get ready for this.
c423_88_bubble_prskill	This'll hurt a little. Heh heh heh.
c423_88_bubble_skill	How's this?!
c423_88_ctskill	Here goes!
c423_88_death_1	I wanted to snuggle my darling's clothes a while longer...
c423_88_death_2	Urgh...\Place my darling's clothes...\on my grave...\urgh...
c423_88_drive	I'll pay you back two-fold!
c423_88_hit_1	Ow!
c423_88_hit_2	It hurts!
c423_88_hit_3	Hold on a second!
c423_88_hit_4	Is that how it's going to be?
c423_88_hit_5	Enough of this!
c423_88_hit_6	Revenge will be mine!
c423_88_hit_7	Unacceptable!
c423_88_hit_8	*sniffle*... The pain...
c423_88_hit_9	Now I'm mad!
c423_88_prskill	This'll hurt a little. Heh heh heh.
c423_88_skill	How's this?!
c423_89_boss_long	Let me show you what I could do in my prime.
c423_89_boss_short	Get ready for this.
c423_89_bubble_prskill	This'll hurt a little. Heh heh heh.
c423_89_bubble_skill	How's this?!
c423_89_ctskill	Here goes!
c423_89_death_1	I wanted to snuggle my darling's clothes a while longer...
c423_89_death_2	Urgh...\Place my darling's clothes...\on my grave...\urgh...
c423_89_drive	I'll pay you back two-fold!
c423_89_hit_1	Ow!
c423_89_hit_2	It hurts!
c423_89_hit_3	Hold on a second!
c423_89_hit_4	Is that how it's going to be?
c423_89_hit_5	Enough of this!
c423_89_hit_6	Revenge will be mine!
c423_89_hit_7	Unacceptable!
c423_89_hit_8	*sniffle*... The pain...
c423_89_hit_9	Now I'm mad!
c423_89_prskill	This'll hurt a little. Heh heh heh.
c423_89_skill	How's this?!
c423_boss_long	Strong opponents aren't really my preference.
c423_boss_short	Just how weak are you, exactly?
c423_ctskill	Here goes!
c423_death_1	I wanted to snuggle my darling's clothes a while longer...
c423_death_2	Urgh...\Place my darling's clothes...\on my grave...\urgh...
c423_drive	I will let you bear witness to my power!
c423_hit_1	Ouch!
c423_hit_2	How utterly rude!
c423_hit_3	This is abuse!
c423_prskill	I'll play along with you!
c423_skill	Well?
c423_spa	Oh...\Is this what heaven is like?\
c423_startbt	It'll be worth the wait.\Hee hee.
c423_story1	How can you restrain yourself\in front of these tantalizing treasures?\Tee hee... hee hee hee.
c423_story2	It is exactly in such ways that my darling is truly perfect!\His languishing body and mind...\What could possibly compare?!
c423_story3	Darling, what's this?\Why are you so tired?\Shall I give you a nice massage?
c423_true1	*sigh*\How am I supposed to get my fill\of snuggling and nuzzling my darling's clothes without being caught?
c423_true2	I want to grow closer to my darling.\I can't be satisfied\with nothing but his clothing forever!
c423_true3	Say, darling... We're all but husband and wife at this point,\wouldn't you say?\There are oh so many things only a married couple can do. ♥
c423_victory	Hee hee...\I can do it if I put my mind to it.
c425_10_boss_long	Kneel before God.
c425_10_boss_short	Get ready for Kingdom come.
c425_10_ctskill	Miserere nobis.
c425_10_death_1	Please, take my soul away.
c425_10_death_2	The wicked have prevailed over me...
c425_10_drive	Behold the Lord's glory.
c425_10_hit_1	Please, cleanse my soul.
c425_10_hit_2	Please, hear my prayer.
c425_10_hit_3	Dear Lord...
c425_10_prskill	Hosanna in excelsis.
c425_10_skill	Conquiescite.
c425_10_spa	His mercy is infinite.\How can I leave Him?
c425_10_startbt	The Lord calls to me.
c425_10_story1	May our merciful Lord grant you eternal rest.\May eternal light shine on them, o' Lord.
c425_10_story2	But I know\that my Savior lives.
c425_10_story3	I wanted to dedicate you to Him, but...\I was overambitious.
c425_10_true1	Leash not your wrath to my spirit, o' Lord,\but have mercy on my soul.
c425_10_true2	Keep me ever in your thoughts, o' Lord.\My fate lies with you.
c425_10_true3	Reject me. Curse me. When the Kingdom comes\and I return to earth, this battle will be over.
c425_10_victory	The glory of the Lord will shine down.
c425_87_boss_long	This is the land of God.
c425_87_boss_short	Only the Lord rules me.
c425_87_bubble_prskill	Dicit Dominus.
c425_87_bubble_skill	Non commovebor.
c425_87_ctskill	In altum regredere.
c425_87_death_1	Death has come at last.
c425_87_death_2	Please, forgive me...
c425_87_drive	Please, accept my offering.
c425_87_hit_1	Fires of Hell.
c425_87_hit_2	Dear Lord, speak to me.
c425_87_hit_3	What do I do?
c425_87_hit_4	Please, forgive me.
c425_87_hit_5	Praise the Lord.
c425_87_hit_6	Speak, for your servant is listening.
c425_87_hit_7	I'm the lowliest of all.
c425_87_hit_8	Be merciful unto me...
c425_87_hit_9	Oremus.
c425_87_prskill	Dicit Dominus.
c425_87_skill	Non commovebor.
c425_88_boss_long	This is the land of God.
c425_88_boss_short	Only the Lord rules me.
c425_88_bubble_prskill	Dicit Dominus.
c425_88_bubble_skill	Non commovebor.
c425_88_ctskill	In altum regredere.
c425_88_death_1	Death has come at last.
c425_88_death_2	Please, forgive me...
c425_88_drive	Please, accept my offering.
c425_88_hit_1	Fires of Hell.
c425_88_hit_2	Dear Lord, speak to me.
c425_88_hit_3	What do I do?
c425_88_hit_4	Please, forgive me.
c425_88_hit_5	Praise the Lord.
c425_88_hit_6	Speak, for your servant is listening.
c425_88_hit_7	I'm the lowliest of all.
c425_88_hit_8	Be merciful unto me...
c425_88_hit_9	Oremus.
c425_88_prskill	Dicit Dominus.
c425_88_skill	Non commovebor.
c425_89_boss_long	This is the land of God.
c425_89_boss_short	Only the Lord rules me.
c425_89_bubble_prskill	Dicit Dominus.
c425_89_bubble_skill	Non commovebor.
c425_89_ctskill	In altum regredere.
c425_89_death_1	Death has come at last.
c425_89_death_2	Please, forgive me...
c425_89_drive	Please, accept my offering.
c425_89_hit_1	Fires of Hell.
c425_89_hit_2	Dear Lord, speak to me.
c425_89_hit_3	What do I do?
c425_89_hit_4	Please, forgive me.
c425_89_hit_5	Praise the Lord.
c425_89_hit_6	Speak, for your servant is listening.
c425_89_hit_7	I'm the lowliest of all.
c425_89_hit_8	Be merciful unto me...
c425_89_hit_9	Oremus.
c425_89_prskill	Dicit Dominus.
c425_89_skill	Non commovebor.
c425_boss_long	Leave or be cursed.
c425_boss_short	You will face eternal punishment.
c425_ctskill	In altum regredere.
c425_death_1	Death has come at last.
c425_death_2	Please, forgive me...
c425_drive	Please, accept my offering.
c425_hit_1	Witness my pain.
c425_hit_2	Deliver me.
c425_hit_3	Remember me?
c425_prskill	Ora pro nobis.
c425_skill	Begone!
c425_spa	His mercy is infinite.\How can I leave Him?
c425_startbt	Dear Lord, I dedicate myself to you.
c425_story1	May our merciful Lord grant you eternal rest.\May eternal light shine on them, o' Lord.
c425_story2	But I know\that my Savior lives.
c425_story3	I wanted to dedicate you to Him, but...\I was overambitious.
c425_true1	I only exist for Him. When the time comes,\I will offer myself unto the Lord and disappear into the inferno.
c425_true2	I risked my life to carry out your holy work...\My God, my God, why have you forsaken me?
c425_true3	I am blind. The Lord guides me,\but I cannot see the light. Everywhere I'm entombed in darkness.
c425_victory	Blessed is he who comes in the name of the Lord.
c426_00_boss_long	I'll give it my all.
c426_00_boss_short	I've got this!
c426_00_ctskill	She who strikes first wins!
c426_00_death_1	Maybe I was overambitious...
c426_00_death_2	Aww... I'm exhausted...
c426_00_drive	I'll get it on my first try!
c426_00_hit_1	Ow!
c426_00_hit_2	Oh no!
c426_00_hit_3	That hurts!
c426_00_prskill	I'll do this right!
c426_00_skill	I can't lose!
c426_00_spa	Excuse me? I thought I'd bathe alone... No?
c426_00_startbt	If I have to fight...!
c426_00_story1	I can't fall behind or let anyone stop me!
c426_00_story2	Is our relationship deepening? \Then, will we have children together?
c426_00_story3	Anything other than No. 1 is meaningless.
c426_00_true1	I became someone who couldn't do anything right on the first try.\No matter how hard I tried...
c426_00_true2	When you told me I was brave, I was no longer ashamed\of having to do things twice. Thank you.
c426_00_true3	I think that's when I fell for you. You accepted\me for who I was. I don't care if you're a demon. I really like you.
c426_00_victory	I did it!
c426_boss_long	We all know how this will end. Do I really need to fight?
c426_boss_short	Think you can beat me?
c426_ctskill	Mine!
c426_death_1	Oh, no...
c426_death_2	No way!
c426_drive	Let's get this over with!
c426_hit_1	That's it?
c426_hit_2	Heh?
c426_hit_3	Ahh!
c426_prskill	Pathfinder is my middle name!
c426_skill	Here I come!
c426_spa	I'm not interested in taking a break.
c426_startbt	It's obvious we're going to win. Let's get this over with!
c426_story1	I'm not going to fall behind. Nothing can stop me!
c426_story2	Am I right in thinking this is going somewhere?\We're going to have kids, right?
c426_story3	If you're not going to be No. 1, there's no point.
c426_true1	Master, your shoe soles are wearing thin. Sorry,\it's all my fault you couldn't get those sneakers. But please don't call off our wedding. Okay?
c426_true2	Ambrosia said you're a kind person.\Do you plan to become the Archfiend by attracting girls like this?
c426_true3	My pactmaker was made fun of\because she couldn't get things right the first time. I don't know what that's like, having always been first at everything.
c426_victory	Ah, I won. Again.
c428_88_boss_long	Humbly welcome the Lord.
c428_88_boss_short	Please take pity on us.
c428_88_bubble_prskill	By the Lord's blade.
c428_88_bubble_skill	Libera nos ab igne inferni.
c428_88_ctskill	Under authority of the Lord.
c428_88_death_1	The fire cannot be extinguished.
c428_88_death_2	The gates of Paradise...
c428_88_drive	Venit iudicium tuum.
c428_88_hit_1	Dear Lord...
c428_88_hit_2	Bow.
c428_88_hit_3	My Lord, I beg of you.
c428_88_hit_4	Begone!
c428_88_hit_5	Watch over me.
c428_88_hit_6	Deliver me.
c428_88_hit_7	On the day of judgment...
c428_88_hit_8	Persecution awaits you.
c428_88_hit_9	Behold my pain.
c428_88_prskill	Vade, Satanas.
c428_88_skill	Obey.
c428_89_boss_long	Humbly welcome the Lord.
c428_89_boss_short	Please take pity on us.
c428_89_bubble_prskill	By the Lord's blade.
c428_89_bubble_skill	Libera nos ab igne inferni.
c428_89_ctskill	Under authority of the Lord.
c428_89_death_1	The fire cannot be extinguished.
c428_89_death_2	The gates of Paradise...
c428_89_drive	Venit iudicium tuum.
c428_89_hit_1	Dear Lord...
c428_89_hit_2	Bow.
c428_89_hit_3	My Lord, I beg of you.
c428_89_hit_4	Begone!
c428_89_hit_5	Watch over me.
c428_89_hit_6	Deliver me.
c428_89_hit_7	On the day of judgment...
c428_89_hit_8	Persecution awaits you.
c428_89_hit_9	Behold my pain.
c428_89_prskill	Vade, Satanas.
c428_89_skill	Obey.
c428_boss_long	All belongs to God.
c428_boss_short	Praise be.
c428_ctskill	Under authority of the Lord.
c428_death_1	The fire cannot be extinguished.
c428_death_2	The gates of Paradise...
c428_drive	Gloria in excelsis Deo.
c428_hit_1	Be patient. Be pious.
c428_hit_2	God is with me.
c428_hit_3	Pay witness to the suffering of the Lord.
c428_prskill	Vade, Satanas.
c428_skill	Obey.
c428_spa	The day is coming, when even the song of birds carried\on the winds will cease to be.
c428_startbt	Who dares defy the Lord?
c428_story1	There is no need to know my name.\I am simply a guide for those who cannot see.
c428_story2	Lead all souls to Heaven,\especially those most in need of Thy mercy. Amen.
c428_story3	Now that you've realized your sin,\the Lord shall show you mercy.
c428_true1	God's eyes are flames that never burn out.\No one can escape His judgment.
c428_true2	My right hand is wet with the blood of a righteous man;\and my left with the blood of a villain.
c428_true3	Cover your ears and bury your face between your knees.\God is about to announce his judgment.
c428_victory	Declare God victorious.
c429_88_boss_long	Do you have need of my aid?
c429_88_boss_short	This, too, must be our destiny.
c429_88_bubble_prskill	I have no regrets.
c429_88_bubble_skill	Pardon me.
c429_88_ctskill	I see the way we think is quite different.
c429_88_death_1	I didn't think it would come to this.
c429_88_death_2	I wonder if he'll be mad at me.
c429_88_drive	If that is your will...
c429_88_hit_1	How careless.
c429_88_hit_2	Aaah.
c429_88_hit_3	*sigh*
c429_88_hit_4	Please don't do this.
c429_88_hit_5	I can take it.
c429_88_hit_6	It'll all be over soon.
c429_88_hit_7	Aaah!
c429_88_hit_8	Ooof!
c429_88_hit_9	Ngh!
c429_88_prskill	Am I doing it right?
c429_88_skill	I'm sorry.
c429_boss_long	Do you have need of my aid?
c429_boss_short	This, too, must be our destiny.
c429_ctskill	I see the way we think is quite different.
c429_death_1	I didn't think it would come to this.
c429_death_2	I wonder if he'll be mad at me.
c429_drive	If that is your will!
c429_hit_1	How careless.
c429_hit_2	Aaah!
c429_hit_3	*sigh*
c429_prskill	Am I doing it right?
c429_skill	I'm sorry.
c429_spa	Please keep this a secret from Flins.\I need to spend time by myself every once in a while.
c429_startbt	I heard your voice.
c429_story1	I like it here.\I want to stay here with you\as long as we can.
c429_story2	I hadn't.\But I am glad you did.
c429_story3	Hm.\Perhaps it's because the cut was so deep,\but I'm finding it a little hard to accept your apology.
c429_true1	You seem under the weather.\I have a medicine that might liven your spirits. Would you like it?
c429_true2	Flins is the only one\who treats me like I'm special.\I'm truly grateful that I met him.
c429_true3	Stubbornness is a weakness of Flins's, but it's all right.\I love him so much it doesn't bother me.
c429_victory	Did I overdo it?
c430_boss_long	All ready to start running?
c430_boss_short	Capture!
c430_ctskill	About time I went on the offensive, eh?
c430_death_1	You won't...get away next time...
c430_death_2	What is even...happening?
c430_drive	Let's end this little game of tag!
c430_hit_1	Got some bite in you.
c430_hit_2	What do you think you're doing?
c430_hit_3	Ugh!
c430_prskill	Don't ignore me!
c430_skill	You can't get away.
c430_spa	Did I SAY I wanted to come to a place like this?\...I mean,\not like it's especially terrible or anything.
c430_startbt	Yeah, get in line.
c430_story1	Don't resent me when I kill you.\You were fated to fall into my hands eventually.
c430_story2	You don't know?\I guess they don't teach you that in the Mortal Realm.
c430_story3	But I can't do that forever,\now can I?
c430_true1	Gotta be really careful when you use a decoy.\You have to understand your opponent\to pick the right kind.
c430_true2	Were you hiding here?\Hehehe, did you think I wouldn't find you?\Give up.\I've got you right in the palm of my hand.
c430_true3	Ziva said you're a great demon,\but I just don't see it.\So, don't mind if I keep an eye on you for a while.
c430_victory	What I hunt belongs to me, right?
c431_boss_long	Skier of the snowy fields, Eshu, has arrived! I'm just messin'.
c431_boss_short	It's like all the beginners lined up.
c431_ctskill	I'll be the dealer this time.
c431_death_1	Ack, how could I mess up...?
c431_death_2	Ngh... Let's do this again...sometime...
c431_drive	You think you can stop this rush?
c431_hit_1	Ow!
c431_hit_2	Oh, please!
c431_hit_3	So rude!
c431_prskill	Wow, you're bad at this.
c431_skill	Just drew a good card!
c431_spa	This place always rules.
c431_startbt	Might as well enjoy a game every now and then!
c431_story1	I don't even know how to react.\I'm speechless. Hah!\That is so ridiculous that I don't even know what to say.
c431_story2	Aw, c'mon. You can do it.\As with all things, you just have to give it a good shot!\You wouldn't want all your efforts so far to go to waste!
c431_story3	So, you're a do or die kinda guy, huh?\If you can pull this off,\it might actually be pretty fun for both of us!
c431_true1	Eh, I think you're a pretty good demon overall,\but physically and emotionally, you're weaksauce.\You gotta pluck up some courage.
c431_true2	It's not exactly a secret,\but I kinda love skiing!\The feeling of gliding down the slope at top speed—\isn't it the best?!
c431_true3	If I ever get the chance,\I wanna try skiing down from the top of Mt. Everest!\Think of the adrenaline rush!
c431_victory	Challenge me whenever!
c432_boss_long	What to do? Should I go easy on you?
c432_boss_short	Do you want me to go easy on you?
c432_ctskill	Think you can dodge this?
c432_death_1	You... I'm going to kill you...
c432_death_2	I'll make you pay for this.
c432_drive	You should be honored.
c432_hit_1	That tickles.
c432_hit_2	Foolish!
c432_hit_3	You're kidding, right?
c432_prskill	This is going to hurt. Hoho.
c432_skill	Could you step aside?
c432_spa	Are you trying to impress me?\How pathetic.
c432_startbt	I'll be nice.
c432_story1	It's in everyone's nature to submit to those who are stronger than them? Screw you.\You can never tame me.
c432_story2	Humans are such conflicted animals.\They act as if they're okay, no matter how deeply wounded they are on the inside.
c432_story3	He can't tame me.\Even if he blindfolds me, shackles my limbs, and clips my wings.
c432_true1	Hello.\I'm your new Child, Artemis.
c432_true2	Please try not to annoy me.\I don't have much patience.
c432_true3	I've always been alone, but I don't blame anyone but myself.\I tend to destroy everything around me.
c432_victory	Don't be so melodramatic.
c433_10_boss_long	Don't blame me if you fall for me in this swimsuit.
c433_10_boss_short	Have we met somewhere?
c433_10_ctskill	What are you looking at?!
c433_10_death_1	You'll be sorry...
c433_10_death_2	Waaah...\It hurts...
c433_10_drive	I'm gonna give you the sweetest summer.
c433_10_hit_1	Aaahhh!
c433_10_hit_2	What was that?
c433_10_hit_3	Waaagh!
c433_10_prskill	I'm over here, you know.
c433_10_skill	Don't leave me on my own!
c433_10_spa	Wh-Wh-Who said it was okay to sneak a peek?\You little perv.\Seriously...
c433_10_startbt	Want to try some chocolate?
c433_10_story1	Tee hee!\I went and got a swimsuit\with the money I saved up from my part-time job.
c433_10_story2	I feel like we met somewhere before...\But I just can't remember.
c433_10_story3	It's not like I wanted to forget.\I was forced to do so.
c433_10_true1	A sports festival under the blazing midsummer sun?\Something doesn't feel quite right, but it does sound fun.
c433_10_true2	I just can't remember you.\Am I getting old?!
c433_10_true3	At last, I remember you.\I'd forgotten the most important person in the world to me.
c433_10_victory	Won't you play in the water with me?
c433_boss_long	Tee hee!\Stop pretending and give in!
c433_boss_short	It's me, Pakhet, the cutest little cutie-patootie. ♥
c433_ctskill	This is gonna hurt, but hang in there!
c433_death_1	I hate this...\Waaah!
c433_death_2	I'll get you for this.\*sniff*
c433_drive	Come with me!
c433_hit_1	So scary!
c433_hit_2	Yawn!
c433_hit_3	Ouch!
c433_prskill	I'll save you, Chief!
c433_skill	Quit ignoring me!
c433_spa	Wh-Wh-Who said it was okay to sneak a peek?\You little perv.\Seriously...
c433_startbt	You're gonna need some help!
c433_story1	He could buy me some flowers 'cause they're cute,\like me, and then kneel down and offer them to me!
c433_story2	Ooh, you'll see!\You're gonna love me yet!
c433_story3	Oh, no no no!\Don't talk about other girls in front of me!
c433_true1	Are you trying to run off again, Chief?!\Tee hee, no I get it.\I'm so cute you can't even deal with it.\Oh, you! Can you be any more adorable? ♥
c433_true2	If only you'd just tell me how you really feel...\What do you mean in what way?\Obviously, that you... That you lo...\Eee, never mind!
c433_true3	I don't even want to picture us being apart.\You'll stay beside me forever, right?
c433_victory	Did you see me, Chief?!
c434_boss_long	What an honor it must be to meet me.
c434_boss_short	Do you want to be my servant?
c434_ctskill	Worship me!
c434_death_1	Ngh... You best remember me!
c434_death_2	Argh!\You'll pay for this!
c434_drive	You think you can outdo my beauty?!
c434_hit_1	Aaah!
c434_hit_2	Aaah!
c434_hit_3	Ow!
c434_prskill	How utterly rude.
c434_skill	Kneel before me!
c434_spa	So nice and warm...\The water is just right.
c434_startbt	You can't resist my allure, can you?
c434_story1	Ugh, they're all useless! Useless, I say!
c434_story2	Phew.\He is a very lacking servant, that one,\but I'll let him off the hook.
c434_story3	I'm sorry!\I always thought you were just some kid!
c434_true1	What are you looking at?!\And what are you scheming?!
c434_true2	A servant ought to act like one!\That's what best suits you!
c434_true3	Devote yourself completely to me!\You just might be rewarded someday.
c434_victory	I'm expecting more gratitude than that!
c435_10_boss_long	For Serket!
c435_10_boss_short	Keep your hands to yourself!
c435_10_ctskill	This is how I feel!
c435_10_death_1	I have to protect...Serket...
c435_10_death_2	Serket...I'm sorry...
c435_10_drive	Don't you lay a hand on my sister!
c435_10_hit_1	How rude!
c435_10_hit_2	Oof!
c435_10_hit_3	How dare you!
c435_10_prskill	You're gonna make me mad.
c435_10_skill	Oh, so sweet.
c435_10_spa	Don't just stand there watching.\Let's enjoy it together!
c435_10_startbt	I'll keep Serket safe!
c435_10_story1	Th-These are...gifts!\I thought I'd pass out my\homemade candy to everyone.
c435_10_story2	I have a niiice, sweet dessert for you.\Please eat up!
c435_10_story3	I'm joking.\I know not to do something like that.\Anyway, how long have you been in love with her?
c435_10_true1	Serket's family, isn't she?\That's why I have this present for her:\my homemade candy!
c435_10_true2	You're not jealous\because I only ever spoil my little sister, are you?\I love both Serket AND you!
c435_10_true3	I'd do anything to keep Serket safe.\After all, we're family.
c435_10_victory	I said I'd keep her safe, didn't I?
c435_boss_long	What's your favorite flavor?
c435_boss_short	Please, don't get mad.
c435_ctskill	I can do it, too!
c435_death_1	Ngh, I'm dying...
c435_death_2	Aaaghhh!
c435_drive	Do you know true love?
c435_hit_1	So mean!
c435_hit_2	Take it easy on me.
c435_hit_3	Help me!
c435_prskill	Nothing to it.
c435_skill	Gyaha!
c435_spa	Would you mind not staring at me?\Let's have some candy together.
c435_startbt	I was wanting to see you, Mr. Demon.
c435_story1	Th-These are...gifts!\I thought I'd pass out my\homemade candy to everyone.
c435_story2	I have a niiice, sweet dessert for you.\Please eat up!
c435_story3	I'm joking.\I know not to do something like that.\Anyway, how long have you been in love with her?
c435_true1	Won't you have some of the candy I made?\It's definitely, completely normal candy.
c435_true2	I don't get people who fall in love.\Why do they daydream like that?
c435_true3	I wonder if I'll ever understand love,\even without love potions...\I hope when the time comes, I have someone to be with.
c435_victory	Well done, Mr. Demon.
c436_10_boss_long	Don't touch my sister!
c436_10_boss_short	Don't even go near her.
c436_10_ctskill	I love you, Sis!
c436_10_death_1	Sis, I'm...going on ahead...
c436_10_death_2	I gotta protect...Sytry...
c436_10_drive	I'll never let you go!
c436_10_hit_1	Owwie...
c436_10_hit_2	You're just the worst!
c436_10_hit_3	I've had it!
c436_10_prskill	Do not interfere!
c436_10_skill	I'm done dealing with you.
c436_10_spa	*yawn*\I feel like I might pass out.\This place is so peaceful.
c436_10_startbt	We'll always be together, Sis!
c436_10_story1	(Sis...\I want to make sure she's happy.\Because to me, she's...)
c436_10_story2	Tell me what you really want.\I'll be fine,\no matter what you say.
c436_10_story3	And I'm plenty happy\just being near you.
c436_10_true1	Sis, so pretty and sweet.\I love you.
c436_10_true2	Do you like me, Sis?\I love you.\I would do anything for you.
c436_10_true3	If anything were to happen to you, I would risk my life to protect you.\You're all I have.
c436_10_victory	It's over, sis!
c436_boss_long	Well, this is one way to meet.
c436_boss_short	Have you seen my sister?
c436_ctskill	Could you go away?
c436_death_1	I can't believe...this is happening!
c436_death_2	I'm so...so tired...
c436_drive	Together forever!
c436_hit_1	That's a bit much!
c436_hit_2	Ugh...
c436_hit_3	That hurts!
c436_prskill	This one's for Sytry!
c436_skill	No problem.
c436_spa	*yawn*\I feel like I might pass out.\This place is so peaceful.
c436_startbt	Come along with me.
c436_story1	(Sis...\I want to make sure she's happy.\Because to me, she's...)
c436_story2	Tell me what you really want.\I'll be fine,\no matter what you say.
c436_story3	And I'm plenty happy\just being near you.
c436_true1	I was in total darkness before I was reborn.\Since meeting Sytry, though,\my world's been as bright as can be...\She's all I have.
c436_true2	Sytry smells so good,\it almost makes my head spin.\Heehee, don't tell her though.
c436_true3	I don't have any memories from before,\but it doesn't bother me.\I'm gonna make tons of new ones with my sister from now on.
c436_victory	This would make Sytry happy, right?
c437_boss_long	Temper, temper!
c437_boss_short	Hehe. You want some chocolate?
c437_ctskill	Want another one?
c437_death_1	No more chocolates for you!
c437_death_2	This is it...for me...
c437_drive	Do you like chocolate?
c437_hit_1	Waaah!
c437_hit_2	Owwie!
c437_hit_3	Hey!
c437_prskill	Is it my turn?
c437_skill	It's tasty, isn't it?
c437_spa	*yawn*\It's so warm.\I could melt away.\Hehe...
c437_startbt	Oh, I can't bear to look!
c437_story1	Nooo!\It's smashed to bits!\
c437_story2	Why is this so hard?\I just want to let him know how I feel.
c437_story3	I've always wanted to tell you...\how I feel.
c437_true1	Chocolate is sweet, but also slightly bitter.\People's hearts are the same.\They're complicated.
c437_true2	Hehe!\I'm really good at making chocolate!
c437_true3	I gotta make some yummy chocolates again today.\I wonder if everyone will eat them.
c437_victory	Hooray! I won!
c438_10_boss_long	Did you come to celebrate Semele's wedding?
c438_10_boss_short	You're earlier than I thought.
c438_10_ctskill	I'll take care of you.
c438_10_death_1	Please, stay here in my final moments...
c438_10_death_2	I love you...
c438_10_drive	Here comes the bride.
c438_10_hit_1	Stop being so clingy.
c438_10_hit_2	Not bad. Hah hah hah!
c438_10_hit_3	I've taken a liking to you.
c438_10_prskill	Are you curious about Loki?
c438_10_skill	Try harder!
c438_10_spa	This is good. I was exhausted.\Ahh... I'm going to have a good night's sleep tonight.
c438_10_startbt	You don't really trust me, do you?
c438_10_story1	Did you know?\Your blind love is what makes you so special.
c438_10_story2	I don't like you. Actually, I hate you.\I want to vomit when you draw near.
c438_10_story3	This side of me is only for you.\Besides, even if I forget myself, you won't. Right?
c438_10_true1	Hi. I'm Semele, a demon. Oh, you don't have to remember\my name. Only Loki's name matters.
c438_10_true2	Poor thing. You would have found enlightenment, too,\if you'd listened to Loki's gospel.
c438_10_true3	I can never forget the dance I danced with him...\With him... With that boy...
c438_10_victory	Loki, are you happy?
c438_11_boss_long	Are you here for me?
c438_11_boss_short	Have we met before?
c438_11_ctskill	Would you be quiet?
c438_11_death_1	Am I dying...again?
c438_11_death_2	Who...am I?
c438_11_drive	I hear voices.
c438_11_hit_1	Such a shame.
c438_11_hit_2	Go away!
c438_11_hit_3	You don't like me, do you?
c438_11_prskill	Please, don't forget me.
c438_11_skill	Don't expect much from me.
c438_11_spa	This is good. I was exhausted.\Ahh... I'm going to have a good night's sleep tonight.
c438_11_startbt	Do you need me?
c438_11_story1	Did you know?\Your blind love is what makes you so special.
c438_11_story2	I don't like you. Actually, I hate you.\I want to vomit when you're near me.
c438_11_story3	This side of me is only for you.\Besides, even if I forget myself, you won't. Right?
c438_11_true1	There's no "me." There's only the past I remember.\That's how you get to call me "Semele."
c438_11_true2	We were friends.\That's how you remember us, I see.
c438_11_true3	I want for nothing.\Sometimes I feel as if I'm missing something... But what?
c438_11_victory	I forgot something again.
c438_12_boss_long	Do you like fighting?
c438_12_boss_short	Can we get this over with already?
c438_12_ctskill	Begone!
c438_12_death_1	I knew this would happen.
c438_12_death_2	*sigh*
c438_12_drive	Whatever.
c438_12_hit_1	Urgh!
c438_12_hit_2	I'm not crying.
