// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	死亡	邀約	0	
370010	Lv.10	諸神的殞落	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370011	Lv.11	諸神的戰爭	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370012	Lv.12	諸神的猛鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370013	Lv.13	諸神的爭鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370014	Lv.14	諸神的格鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370015	Lv.15	諸神的奮鬥	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370016	Lv.16	別想給我逃跑！	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370017	Lv.17	別想給我逃跑！	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370018	Lv.18	別想給我逃跑！	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370019	Lv.19	別想給我逃跑！	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370020	Lv.20	別想給我逃跑！	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370021	Lv.21	諸神之盾	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370022	Lv.22	諸神的要塞	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370023	Lv.23	諸神的堤防	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370024	Lv.24	諸神的謠言	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370025	Lv.25	諸神的境界	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370026	Lv.26	諸神的守衛	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370027	Lv.27	諸神的戒嚴	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370028	Lv.28	諸神的固守	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370029	Lv.29	神聖的抵抗	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370030	Lv.30	諸神的災難	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370031	Lv.31	諸神的火戰車	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370032	Lv.32	諸神的突擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370033	Lv.33	諸神的爆擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370034	Lv.34	諸神的連擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370035	Lv.35	諸神的強擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370036	Lv.36	諸神的雷擊	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370037	Lv.37	諸神的殞落	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370038	Lv.38	諸神的擊破	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370039	Lv.39	諸神的擊滅	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
370040	Lv.40	諸神的災難	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>\<color=ff7b02>弱化減益(石化、沉默、混亂、暈眩、睡眠、重擊)無效</color>及<color=ff7b02>時間系減益防禦力</color>及<color=ff7b02>Slide Skill傷害防禦力</color><color=ffc400>↑</color>
3800	諸神強襲	魔界大門開啟，古神紛紛降臨。		
380001	Lv.1	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380002	Lv.2	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380003	Lv.3	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380004	Lv.4	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380005	Lv.5	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380006	Lv.6	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380007	Lv.7	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380008	Lv.8	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380009	Lv.9	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380010	Lv.10	遺憾的天然少女	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380011	Lv.11	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380012	Lv.12	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380013	Lv.13	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380014	Lv.14	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380015	Lv.15	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380016	Lv.16	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380017	Lv.17	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380018	Lv.18	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380019	Lv.19	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380020	Lv.20	搜尋樂園	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380021	Lv.21	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380022	Lv.22	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380023	Lv.23	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380024	Lv.24	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380025	Lv.25	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380026	Lv.26	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380027	Lv.27	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380028	Lv.28	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380029	Lv.29	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380030	Lv.30	夢中的後輩	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
380031	Lv.31	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380032	Lv.32	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380033	Lv.33	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380034	Lv.34	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380035	Lv.35	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380036	Lv.36	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380037	Lv.37	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380038	Lv.38	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380039	Lv.39	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02> Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>
380040	Lv.40	受妙藥誘惑的靈魂	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color> <color=ffc400>↑</color>、<color=ff7b02>減益迴避率</color> <color=ffc400>↑</color>、<color=ff7b02>減益持續時間</color> <color=ffc400>↓</color>\<color=ff7b02>弱化減益(石化、沉默、混亂、暈眩、睡眠、重擊)</color>及<color=ff7b02>時間系減益無效</color>\<color=ff0000>盟友(木屬性除外)：</color><color=ff7b02>暴擊率減少 <color=ffc400>↓</color>
3900	諸神強襲	魔界大門開啟，古神紛紛降臨。		
390001	Lv.1	虛與狂	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390002	Lv.2	虛與狂	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390003	Lv.3	虛與狂	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390004	Lv.4	虛與狂	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390005	Lv.5	虛與狂	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390006	Lv.6	換你當魔王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390007	Lv.7	換你當魔王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390008	Lv.8	換你當魔王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390009	Lv.9	換你當魔王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390010	Lv.10	弒師惡魔	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390011	Lv.11	弒師惡魔	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390012	Lv.12	弒師惡魔	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390013	Lv.13	弒師惡魔	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390014	Lv.14	弒師惡魔	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390015	Lv.15	弒師惡魔	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390016	Lv.16	惡魔狩獵	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390017	Lv.17	惡魔狩獵	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390018	Lv.18	惡魔狩獵	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390019	Lv.19	惡魔狩獵	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390020	Lv.20	惡魔狩獵	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390021	Lv.21	君臨的怪物	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390022	Lv.22	君臨的怪物	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390023	Lv.23	君臨的怪物	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390024	Lv.24	君臨的怪物	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390025	Lv.25	君臨的怪物	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390026	Lv.26	石化霸王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390027	Lv.27	石化霸王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390028	Lv.28	石化霸王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390029	Lv.29	石化霸王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390030	Lv.30	石化霸王	空欄	<color=ff0000>敵方隊伍</color><color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390031	Lv.31	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390032	Lv.32	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390033	Lv.33	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390034	Lv.34	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390035	Lv.35	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390036	Lv.36	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390037	Lv.37	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390038	Lv.38	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390039	Lv.39	救世佛子	空欄	<color=ff0000>敵方隊伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>
390040	Lv.40	惡魔，別向佛祖祈禱	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>Skill量表充能速度</color> <color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>\<color=ff7b02>弱化減益(石化、沉默、混亂、暈眩、睡眠、重擊)</color>以及<color=ff7b02>時間系減益無效</color>
4000	諸神強襲	魔界大門開啟，古神紛紛降臨。		
400001	Lv.1	戰鬥準備完成	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400002	Lv.2	戰鬥準備完成	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400003	Lv.3	戰鬥準備完成	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400004	Lv.4	戰鬥準備完成	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400005	Lv.5	戰鬥準備完成	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400006	Lv.6	單純熱血英雄	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400007	Lv.7	單純熱血英雄	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400008	Lv.8	單純熱血英雄	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400009	Lv.9	單純熱血英雄	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400010	Lv.10	單純熱血英雄	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400011	Lv.11	不需靈藥	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400012	Lv.12	不需靈藥	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400013	Lv.13	不需靈藥	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400014	Lv.14	不需靈藥	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400015	Lv.15	不需靈藥	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400016	Lv.16	愛在泳裝前	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400017	Lv.17	愛在泳裝前	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400018	Lv.18	愛在泳裝前	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400019	Lv.19	愛在泳裝前	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400020	Lv.20	愛在泳裝前	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400021	Lv.21	田園舞會	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400022	Lv.22	田園舞會	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400023	Lv.23	田園舞會	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400024	Lv.24	田園舞會	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400025	Lv.25	田園舞會	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400026	Lv.26	盛開之花	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400027	Lv.27	盛開之花	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400028	Lv.28	盛開之花	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400029	Lv.29	盛開之花	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400030	Lv.30	盛開之花	空欄	<color=ff0000>敵方隊伍：</color><color=ff7b02>弱點防禦力</color> <color=ffc400>↓</color>
400031	Lv.31	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
400032	Lv.32	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
400033	Lv.33	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
400034	Lv.34	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
400035	Lv.35	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
400036	Lv.36	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
400037	Lv.37	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
400038	Lv.38	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
400039	Lv.39	羅密歐之劍	空欄	<color=ff0000>敵方隊伍</color>： <color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱點防禦力</color><color=ffc400>↓</color>、<color=ff7b02>弱點攻擊力</color><color=ffc400>↑</color>
