// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	死亡	邀约	0	
380040	Lv.40	受妙药诱惑的灵魂	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>、<color=ff7b02>减益效果闪避率</color><color=ffc400>↑</color>、<color=ff7b02>减益效果持续时间</color><color=ffc400>↓</color>\<color=ff7b02>弱化减益（石化、沉默、混乱、眩晕、睡眠、重击）</color>及<color=ff7b02>时间系减益无效</color>\<color=ff0000>盟友（木属性除外）：</color><color=ff7b02>暴击率减少<color=ffc400>↓</color>
3900	诸神强袭	魔界大门开启，古神纷纷降临。		
390001	Lv.1	虚与狂	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390002	Lv.2	虚与狂	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390003	Lv.3	虚与狂	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390004	Lv.4	虚与狂	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390005	Lv.5	虚与狂	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390006	Lv.6	换你当魔王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390007	Lv.7	换你当魔王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390008	Lv.8	换你当魔王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390009	Lv.9	换你当魔王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390010	Lv.10	弑师恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390011	Lv.11	弑师恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390012	Lv.12	弑师恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390013	Lv.13	弑师恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390014	Lv.14	弑师恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390015	Lv.15	弑师恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390016	Lv.16	恶魔狩猎	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390017	Lv.17	恶魔狩猎	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390018	Lv.18	恶魔狩猎	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390019	Lv.19	恶魔狩猎	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390020	Lv.20	恶魔狩猎	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390021	Lv.21	君临的怪物	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390022	Lv.22	君临的怪物	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390023	Lv.23	君临的怪物	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390024	Lv.24	君临的怪物	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390025	Lv.25	君临的怪物	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390026	Lv.26	石化霸王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390027	Lv.27	石化霸王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390028	Lv.28	石化霸王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390029	Lv.29	石化霸王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390030	Lv.30	石化霸王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
390031	Lv.31	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390032	Lv.32	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390033	Lv.33	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390034	Lv.34	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390035	Lv.35	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390036	Lv.36	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390037	Lv.37	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390038	Lv.38	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390039	Lv.39	救世佛子	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
390040	Lv.40	恶魔，别向佛祖祈祷	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>\<color=ff7b02>弱化减益（石化、沉默、混乱、眩晕、睡眠、重击）</color>和<color=ff7b02>时间系减益无效</color>
4000	诸神强袭	魔界大门开启，古神纷纷降临。		
400001	Lv.1	战斗准备完成	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400002	Lv.2	战斗准备完成	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400003	Lv.3	战斗准备完成	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400004	Lv.4	战斗准备完成	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400005	Lv.5	战斗准备完成	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400006	Lv.6	单纯热血的英雄	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400007	Lv.7	单纯热血的英雄	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400008	Lv.8	单纯热血的英雄	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400009	Lv.9	单纯热血的英雄	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400010	Lv.10	单纯热血的英雄	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400011	Lv.11	无需灵丹妙药	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400012	Lv.12	无需灵丹妙药	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400013	Lv.13	无需灵丹妙药	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400014	Lv.14	无需灵丹妙药	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400015	Lv.15	无需灵丹妙药	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400016	Lv.16	爱情先于泳装	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400017	Lv.17	爱情先于泳装	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400018	Lv.18	爱情先于泳装	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400019	Lv.19	爱情先于泳装	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400020	Lv.20	爱情先于泳装	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400021	Lv.21	田园舞会	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400022	Lv.22	田园舞会	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400023	Lv.23	田园舞会	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400024	Lv.24	田园舞会	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400025	Lv.25	田园舞会	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400026	Lv.26	盛开的花	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400027	Lv.27	盛开的花	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400028	Lv.28	盛开的花	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400029	Lv.29	盛开的花	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400030	Lv.30	盛开的花	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
400031	Lv.31	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400032	Lv.32	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400033	Lv.33	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400034	Lv.34	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400035	Lv.35	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400036	Lv.36	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400037	Lv.37	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400038	Lv.38	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400039	Lv.39	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>
400040	Lv.40	罗密欧的剑	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击</color><color=ffc400>↑</color>\<color=ff7b02>弱化减益（石化、沉默、混乱、眩晕、睡眠、重击）</color>和<color=ff7b02>时间系减益无效</color>
4100	诸神强袭	魔界大门开启，古神纷纷降临。		
410001	Lv.1	无法寄送之信	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410002	Lv.2	无法寄送之信	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410003	Lv.3	无法寄送之信	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410004	Lv.4	无法寄送之信	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410005	Lv.5	无法寄送之信	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410006	Lv.6	香雪兰绽放	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410007	Lv.7	香雪兰绽放	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410008	Lv.8	香雪兰绽放	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410009	Lv.9	香雪兰绽放	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410010	Lv.10	香雪兰绽放	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410011	Lv.11	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410012	Lv.12	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410013	Lv.13	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410014	Lv.14	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410015	Lv.15	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410016	Lv.16	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410017	Lv.17	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410018	Lv.18	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410019	Lv.19	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410020	Lv.20	浴火重生	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410021	Lv.21	玉藻前的传说	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410022	Lv.22	玉藻前的传说	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410023	Lv.23	玉藻前的传说	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410024	Lv.24	玉藻前的传说	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410025	Lv.25	玉藻前的传说	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410026	Lv.26	我最爱吃肉了	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410027	Lv.27	我最爱吃肉了	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410028	Lv.28	我最爱吃肉了	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410029	Lv.29	我最爱吃肉了	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410030	Lv.30	我最爱吃肉了	空栏	<color=ff0000>敌方队伍：</color><color=ff7b02>弱点防御</color><color=ffc400>↓</color>
410031	Lv.31	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410032	Lv.32	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410033	Lv.33	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410034	Lv.34	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410035	Lv.35	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410036	Lv.36	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410037	Lv.37	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410038	Lv.38	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410039	Lv.39	库玛丽守护者	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>、<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
410040	Lv.40	我不会让你夺走苏汉纳！	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御力</color><color=ffc400>↓</color>，<color=ff7b02>弱点攻击力</color><color=ffc400>↑</color>\<color=ff7b02>弱化减益（石化、沉默、混乱、眩晕、睡眠、重击）</color>和<color=ff7b02>时间系减益无效</color>\<color=60ff00>我方队伍</color>：<color=ff7b02>Skill量表充能</color>禁止使用
4200	诸神强袭	魔界大门开启，古神纷纷降临。		
420001	Lv.1	妖精的恶作剧	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420002	Lv.2	妖精的恶作剧	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420003	Lv.3	妖精的恶作剧	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420004	Lv.4	妖精的恶作剧	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420005	Lv.5	妖精的恶作剧	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420006	Lv.6	笨拙的爱意表达	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420007	Lv.7	笨拙的爱意表达	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420008	Lv.8	笨拙的爱意表达	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420009	Lv.9	笨拙的爱意表达	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420010	Lv.10	笨拙的爱意表达	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420011	Lv.11	沙漠与恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420012	Lv.12	沙漠与恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420013	Lv.13	沙漠与恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420014	Lv.14	沙漠与恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420015	Lv.15	沙漠与恶魔	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420016	Lv.16	天空神的诱惑	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420017	Lv.17	天空神的诱惑	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420018	Lv.18	天空神的诱惑	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420019	Lv.19	天空神的诱惑	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420020	Lv.20	天空神的诱惑	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420021	Lv.21	觉醒的女王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420022	Lv.22	觉醒的女王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420023	Lv.23	觉醒的女王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420024	Lv.24	觉醒的女王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420025	Lv.25	觉醒的女王	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420026	Lv.26	女王的裁断	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420027	Lv.27	女王的裁断	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420028	Lv.28	女王的裁断	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420029	Lv.29	女王的裁断	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420030	Lv.30	女王的裁断	空栏	<color=ff0000>敌方队伍</color><color=ff7b02>弱点防御力</color><color=ffc400>↓</color>
420031	Lv.31	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
420032	Lv.32	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
420033	Lv.33	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
420034	Lv.34	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
420035	Lv.35	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
420036	Lv.36	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
420037	Lv.37	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
420038	Lv.38	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
420039	Lv.39	华美乐园	空栏	<color=ff0000>敌方队伍</color>：<color=ff7b02>Skill量表充能速度</color><color=ffc400>↑</color>\<color=ff7b02>弱点防御</color><color=ffc400>↓</color>
