// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	Invitation	From Death		
340032	Lv.32	Hydro Battle	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
340033	Lv.33	Hydro Battle	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
340034	Lv.34	Hydro Battle	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
340035	Lv.35	Hydro Battle	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
340036	Lv.36	Hydro Battle	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
340037	Lv.37	Hydro Battle	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
340038	Lv.38	Hydro Battle	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
340039	Lv.39	Hydro Battle	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
340040	Lv.40	Hydro Battle	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>\<color=ff7b02>Nullify Disable Debuffs (Petrify, Silence, Confusion, Stun, Sleep)</color> & <color=ff7b02>Time Debuffs</color>
3500	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
350001	Lv.1	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350002	Lv.2	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350003	Lv.3	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350004	Lv.4	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350005	Lv.5	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350006	Lv.6	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350007	Lv.7	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350008	Lv.8	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350009	Lv.9	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350010	Lv.10	Time Alteration	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350011	Lv.11	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350012	Lv.12	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350013	Lv.13	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350014	Lv.14	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350015	Lv.15	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350016	Lv.16	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350017	Lv.17	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350018	Lv.18	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350019	Lv.19	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350020	Lv.20	Good News	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350021	Lv.21	Memories Abound	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350022	Lv.22	Memories Abound	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350023	Lv.23	Memories Abound	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350024	Lv.24	Memories Abound	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350025	Lv.25	Memories Abound	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350026	Lv.26	Together Forever	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350027	Lv.27	Together Forever	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350028	Lv.28	Together Forever	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350029	Lv.29	Together Forever	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350030	Lv.30	Together Forever	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
350031	Lv.31	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350032	Lv.32	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350033	Lv.33	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350034	Lv.34	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350035	Lv.35	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350036	Lv.36	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350037	Lv.37	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350038	Lv.38	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350039	Lv.39	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>
350040	Lv.40	Another Possibility	BLANK	<color=ff0000>Enemy Team</color> <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point ATK</color> and <color=ff7b02>Debuff EVA</color> <color=ffc400>↑</color>,\<color=ff7b02>Weak Point DEF</color> and <color=ff7b02>Debuff Duration</color> <color=ffc400>↓</color>,\<color=ff7b02>Nullifies Debuffs (Petrify, Silence, Confuse, Stun, and Sleep)</color> and <color=ff7b02>Time-based Debuffs</color>
3600	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
360001	Lv.1	Goddess of the Battlefield	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360002	Lv.2	Goddess of the Battlefield	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360003	Lv.3	Goddess of the Battlefield	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360004	Lv.4	Goddess of the Battlefield	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360005	Lv.5	Goddess of the Battlefield	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360006	Lv.6	Anti-Tank Rocket	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360007	Lv.7	Anti-Tank Rocket	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360008	Lv.8	Anti-Tank Rocket	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360009	Lv.9	Anti-Tank Rocket	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360010	Lv.10	Anti-Tank Rocket	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360011	Lv.11	The Legend of Tamamo-no-Mae	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360012	Lv.12	The Legend of Tamamo-no-Mae	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360013	Lv.13	The Legend of Tamamo-no-Mae	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360014	Lv.14	The Legend of Tamamo-no-Mae	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360015	Lv.15	The Legend of Tamamo-no-Mae	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360016	Lv.16	Meat's My Favorite	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360017	Lv.17	Meat's My Favorite	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360018	Lv.18	Meat's My Favorite	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360019	Lv.19	Meat's My Favorite	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360020	Lv.20	Meat's My Favorite	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360021	Lv.21	Nurse of the Sacred Flames	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360022	Lv.22	Nurse of the Sacred Flames	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360023	Lv.23	Nurse of the Sacred Flames	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360024	Lv.24	Nurse of the Sacred Flames	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360025	Lv.25	Nurse of the Sacred Flames	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360026	Lv.26	Crimson Injection	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360027	Lv.27	Crimson Injection	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360028	Lv.28	Crimson Injection	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360029	Lv.29	Crimson Injection	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360030	Lv.30	Crimson Injection	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
360031	Lv.31	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360032	Lv.32	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360033	Lv.33	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360034	Lv.34	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360035	Lv.35	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360036	Lv.36	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360037	Lv.37	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360038	Lv.38	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360039	Lv.39	Mechanical Love	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color><color=ffc400>↑</color>
360040	Lv.40	A Lullaby for the Dark Prince	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color> <color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>, <color=ff7b02>Weak Point ATK</color> <color=ffc400>↑</color>\ <color=ff7b02>Nullify Disable Debuffs (Petrify, Silence, Confuse, Stun, Sleep, Smite)</color> & <color=ff7b02>Time-based Debuffs</color>＆<color=ff7b02>Slide Skill Damage DEF</color><color=ffc400>▲</color>\<color=ff0000>For all Allies:</color> <color=ff7b02>CRT Rate<color=ffc400>▼</color>
3700	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
370001	Lv.1	Sign of the Devil	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370002	Lv.2	Descent of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370003	Lv.3	Charge of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370004	Lv.4	Attack of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370005	Lv.5	Assault of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370006	Lv.6	Raid of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370007	Lv.7	Attack of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370008	Lv.8	Plundering of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370009	Lv.9	Pursuit of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370010	Lv.10	Surrender of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370011	Lv.11	War of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370012	Lv.12	Fierce battle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370013	Lv.13	Strife of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370014	Lv.14	Grappling of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370015	Lv.15	Struggle of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370016	Lv.16	Don't you run away!	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370017	Lv.17	Don't you run away!	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370018	Lv.18	Don't you run away!	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370019	Lv.19	Don't you run away!	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370020	Lv.20	Don't you run away!	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370021	Lv.21	Shield of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370022	Lv.22	Stronghold of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370023	Lv.23	Embankment of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370024	Lv.24	Rumors of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370025	Lv.25	Boundary of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370026	Lv.26	Guard of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370027	Lv.27	High alert of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370028	Lv.28	Adamantine defense of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370029	Lv.29	Holy resistance	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370030	Lv.30	Catastrophe of the gods	BLANK	<color=ff0000>Enemy Team</color> has <color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
370031	Lv.31	Fiery chariot of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370032	Lv.32	Onslaught of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370033	Lv.33	Bombing of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370034	Lv.34	Barrage of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370035	Lv.35	Strike of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370036	Lv.36	Torpedo attack of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370037	Lv.37	Surrender of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370038	Lv.38	Annihilation of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370039	Lv.39	Extermination of the gods	BLANK	<color=ff0000>For Enemy Team</color>: <color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>
370040	Lv.40	Catastrophe of the gods	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Skill Gauge Charge Speed</color><color=ffc400>↑</color>\<color=ff7b02>Weak Point DEF</color><color=ffc400>↓</color>\<color=ff7b02>Nullify Disable Debuffs (Petrify, Silence, Confuse, Stun, Sleep, Smite)</color> & <color=ff7b02>Time-based Debuff DEF</color> & <color=ff7b02>Slide Skill Damage DEF</color><color=ffc400>↑</color>
3800	Ragna Break	The Infernal Realm's gate opens, and old gods descend.		
380001	Lv.1	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380002	Lv.2	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380003	Lv.3	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380004	Lv.4	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380005	Lv.5	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380006	Lv.6	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380007	Lv.7	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380008	Lv.8	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380009	Lv.9	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380010	Lv.10	Unfortunate Oddball	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380011	Lv.11	Search for Paradise	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380012	Lv.12	Search for Paradise	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380013	Lv.13	Search for Paradise	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380014	Lv.14	Search for Paradise	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
380015	Lv.15	Search for Paradise	BLANK	<color=ff0000>Enemy Team: </color><color=ff7b02>Weak Point DEF</color> <color=ffc400>↓</color>
