// key	SPECIAL_RAID_NAME_	SPECIAL_RAID_SECOND_NAME_	SPECIAL_RAID_LOCATION_DESC_	SPECIAL_RAID_BUFF_
10000	การเชื้อเชิญ	จากความตาย		
360021	เลเวล 21	พยาบาลแห่งเปลวเพลิงศักดิ์สิทธิ์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360022	เลเวล 22	พยาบาลแห่งเปลวเพลิงศักดิ์สิทธิ์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360023	เลเวล 23	พยาบาลแห่งเปลวเพลิงศักดิ์สิทธิ์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360024	เลเวล 24	พยาบาลแห่งเปลวเพลิงศักดิ์สิทธิ์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360025	เลเวล 25	พยาบาลแห่งเปลวเพลิงศักดิ์สิทธิ์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360026	เลเวล 26	การฉีดยาสีแดงสด	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360027	เลเวล 27	การฉีดยาสีแดงสด	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360028	เลเวล 28	การฉีดยาสีแดงสด	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360029	เลเวล 29	การฉีดยาสีแดงสด	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360030	เลเวล 30	การฉีดยาสีแดงสด	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
360031	เลเวล 31	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360032	เลเวล 32	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360033	เลเวล 33	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360034	เลเวล 34	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360035	เลเวล 35	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360036	เลเวล 36	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360037	เลเวล 37	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360038	เลเวล 38	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360039	เลเวล 39	ความรักจักรกล	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color><color=ffc400>↑</color>
360040	เลเวล 40	เพลงกล่อมเด็กสำหรับเจ้าชายแห่งความมืด	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color> <color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>\ <color=ff7b02>ยกเลิกดีบัฟไม่ให้ขยับ (ทำให้เป็นหิน, ใบ้, สับสน, สตัน, หลับ, กระแทก)</color> และ <color=ff7b02>ดีบัฟเกี่ยวกับเวลา</color>＆<color=ff7b02>พลังป้องกันความเสียหายจากสไลด์สกิล</color><color=ffc400>▲</color>\<color=ff0000>สำหรับพันธมิตรทั้งหมด:</color> <color=ff7b02>โอกาสคริติคอล<color=ffc400>▼</color>
3700	แร็กนาเบรค	ประตูแห่งโลกปีศาจเปิดออก และเหล่าเทพเจ้าองค์เก่าก็ปรากฏตัว		
370001	เลเวล 1	สัญลักษณ์ของปีศาจ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370002	เลเวล 2	การปรากฏตัวของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370003	เลเวล 3	การจู่โจมของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370004	เลเวล 4	การโจมตีของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370005	เลเวล 5	การห้ำหั่นของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370006	เลเวล 6	การรบของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370007	เลเวล 7	การโจมตีของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370008	เลเวล 8	การปล้นสะดมของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370009	เลเวล 9	การไล่ล่าของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370010	เลเวล 10	การยอมจำนนของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370011	เลเวล 11	สงครามของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370012	เลเวล 12	การต่อสู้อันดุเดือดของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370013	เลเวล 13	ความขัดแย้งของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370014	เลเวล 14	การต่อสู้ฟาดฟันของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370015	เลเวล 15	การดิ้นรนของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370016	เลเวล 16	อย่าบังอาจวิ่งหนีไปนะ!	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370017	เลเวล 17	อย่าบังอาจวิ่งหนีไปนะ!	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370018	เลเวล 18	อย่าบังอาจวิ่งหนีไปนะ!	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370019	เลเวล 19	อย่าบังอาจวิ่งหนีไปนะ!	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370020	เลเวล 20	อย่าบังอาจวิ่งหนีไปนะ!	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370021	เลเวล 21	โล่ของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370022	เลเวล 22	ป้อมปราการของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370023	เลเวล 23	การสร้างทำนบกั้นของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370024	เลเวล 24	ข่าวลือของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370025	เลเวล 25	เขตแดนของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370026	เลเวล 26	ผู้คุ้มกันของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370027	เลเวล 27	เตรียมรับการจู่โจมของเหล่าเทพ	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370028	เลเวล 28	การป้องกันที่แข็งแกร่งของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370029	เลเวล 29	การต่อต้านอันศักดิ์สิทธิ์	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370030	เลเวล 30	จุดจบของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู</color>มี<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
370031	เลเวล 31	รถม้าอันเร่าร้อนของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370032	เลเวล 32	การบุกรุกของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370033	เลเวล 33	การทิ้งระเบิดของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370034	เลเวล 34	การระดมโจมตีของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370035	เลเวล 35	การปะทะของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370036	เลเวล 36	การโจมตีด้วยตอร์ปิโดของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370037	เลเวล 37	การยอมจำนนของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370038	เลเวล 38	การทำลายล้างของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370039	เลเวล 39	การถอนรากถอนโคนของเหล่าเทพเจ้า	ว่าง	<color=ff0000>สำหรับทีมศัตรู</color>: <color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>
370040	เลเวล 40	จุดจบของเหล่าเทพเจ้า	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color><color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color><color=ffc400>↓</color>\<color=ff7b02>ยกเลิกดีบัฟไม่ให้ขยับ (ทำให้เป็นหิน, ใบ้, สับสน, สตัน, หลับ, กระแทก)</color> & <color=ff7b02>พลังป้องกันดีบัฟเกี่ยวกับเวลา</color> & <color=ff7b02>พลังป้องกันความเสียหายจากสไลด์สกิล </color><color=ffc400>↑</color>
3800	แร็กนาเบรค	ประตูแห่งโลกปีศาจเปิดออก และเหล่าเทพเจ้าองค์เก่าก็ปรากฏตัว		
380001	เลเวล 1	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380002	เลเวล 2	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380003	เลเวล 3	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380004	เลเวล 4	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380005	เลเวล 5	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380006	เลเวล 6	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380007	เลเวล 7	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380008	เลเวล 8	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380009	เลเวล 9	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380010	เลเวล 10	ตัวประหลาดไร้โชค	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380011	เลเวล 11	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380012	เลเวล 12	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380013	เลเวล 13	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380014	เลเวล 14	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380015	เลเวล 15	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380016	เลเวล 16	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380017	เลเวล 17	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380018	เลเวล 18	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380019	เลเวล 19	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380020	เลเวล 20	ตามหาแดนสวรรค์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380021	เลเวล 21	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380022	เลเวล 22	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380023	เลเวล 23	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380024	เลเวล 24	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380025	เลเวล 25	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380026	เลเวล 26	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380027	เลเวล 27	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380028	เลเวล 28	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380029	เลเวล 29	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380030	เลเวล 30	พบกันในความฝัน	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>
380031	เลเวล 31	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380032	เลเวล 32	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380033	เลเวล 33	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380034	เลเวล 34	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380035	เลเวล 35	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380036	เลเวล 36	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380037	เลเวล 37	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380038	เลเวล 38	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380039	เลเวล 39	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู: </color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>,<color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>,<color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ระยะเวลาดีบัฟ</color> <color=ffc400>↓</color>
380040	เลเวล 40	วิญญาณที่ถูกล่อลวงด้วยยาเสน่ห์	ว่าง	<color=ff0000>ทีมศัตรู:</color><color=ff7b02>ความเร็วในการชาร์จเกจสกิล</color> <color=ffc400>↑</color>\<color=ff7b02>พลังป้องกันจุดอ่อน</color> <color=ffc400>↓</color>, <color=ff7b02>พลังโจมตีจุดอ่อน</color> <color=ffc400>↑</color>, <color=ff7b02>อัตราการหลบหลีกดีบัฟ</color> <color=ffc400>↑</color>,<color=ff7b02>ลดเวลาดีบัฟ</color> <color=ffc400>↓</color>\<color=ff7b02>ยกเลิกดีบัฟไม่ให้ขยับ (หิน, ใบ้, สับสน, สตัน, หลับ, กระแทก)</color> และ <color=ff7b02>ดีบัฟเกี่ยวกับเวลา</color>\<color=ff0000>พันธมิตร (ยกเว้นธาตุไม้):</color> <color=ff7b02>ลดโอกาสคริติคอล <color=ffc400>↓</color>
